,participant,phase,heartbeat_idreference,b_point_samplereference,multiple-conditions_autoregression,multiple-conditions_linear-interpolation,multiple-conditions_none,second-derivative_autoregression,second-derivative_linear-interpolation,second-derivative_none,straight-line_autoregression,straight-line_linear-interpolation,straight-line_none,third-derivative_autoregression,third-derivative_linear-interpolation,third-derivative_none
11,GDN0005,HoldingBreath,13,11406.0,11388.0,11382.0,11346.0,11400.0,11400.0,11400.0,11416.0,11416.0,11416.0,11420.0,11420.0,11420.0
12,GDN0005,HoldingBreath,15,13076.0,13094.0,13094.0,13094.0,13096.0,13096.0,13096.0,13108.0,13108.0,13108.0,13116.0,13116.0,13116.0
13,GDN0005,HoldingBreath,16,14070.0,14064.0,14064.0,14064.0,14064.0,14064.0,14064.0,14082.0,14082.0,14082.0,14088.0,14088.0,14088.0
14,GDN0005,HoldingBreath,17,15056.0,15056.0,15056.0,15056.0,15056.0,15056.0,15056.0,15074.0,15074.0,15074.0,15078.0,15078.0,15078.0
15,GDN0005,HoldingBreath,18,16008.0,16036.0,16036.0,16036.0,16052.0,16052.0,16052.0,16050.0,16052.0,16026.0,16068.0,16068.0,16068.0
16,GDN0005,HoldingBreath,19,16944.0,16928.0,16916.0,16872.0,16944.0,16944.0,16944.0,16956.0,16956.0,16956.0,16960.0,16960.0,16960.0
17,GDN0005,HoldingBreath,20,17788.0,17750.0,17750.0,17750.0,17786.0,17786.0,17786.0,17802.0,17802.0,17802.0,17806.0,17806.0,17806.0
18,GDN0005,HoldingBreath,21,18610.0,18606.0,18606.0,18606.0,18644.0,18638.0,18606.0,18640.0,18652.0,18640.0,18652.0,18656.0,18566.0
19,GDN0005,HoldingBreath,22,19478.0,19458.0,19458.0,19458.0,19476.0,19476.0,19476.0,19488.0,19488.0,19488.0,19494.0,19494.0,19494.0
20,GDN0005,HoldingBreath,23,20286.0,20280.0,20280.0,20280.0,20332.0,20332.0,20332.0,20296.0,20306.0,20296.0,20298.0,20318.0,20298.0
21,GDN0005,HoldingBreath,24,21154.0,21128.0,21128.0,21128.0,21152.0,21152.0,21152.0,21144.0,21148.0,21118.0,21168.0,21168.0,21168.0
22,GDN0005,HoldingBreath,25,22018.0,21974.0,21972.0,,22010.0,22010.0,22010.0,22024.0,22024.0,22024.0,22024.0,22024.0,22024.0
23,GDN0005,HoldingBreath,26,22878.0,22850.0,22850.0,22850.0,22926.0,22926.0,22926.0,22896.0,22916.0,22896.0,22942.0,22942.0,22942.0
24,GDN0005,HoldingBreath,27,23802.0,23772.0,23768.0,23726.0,23800.0,23800.0,23800.0,23820.0,23820.0,23820.0,23820.0,23820.0,23820.0
25,GDN0005,HoldingBreath,28,24672.0,24670.0,24670.0,24670.0,24658.0,24658.0,24658.0,24686.0,24700.0,24686.0,24706.0,24702.0,24672.0
26,GDN0005,HoldingBreath,29,25524.0,25522.0,25522.0,25522.0,25518.0,25518.0,25518.0,25534.0,25534.0,25534.0,25536.0,25536.0,25536.0
27,GDN0005,HoldingBreath,30,26328.0,26326.0,26326.0,26326.0,26322.0,26322.0,26322.0,26348.0,26348.0,26348.0,26362.0,26362.0,26362.0
28,GDN0005,HoldingBreath,31,27178.0,27174.0,27174.0,27174.0,27176.0,27176.0,27176.0,27192.0,27192.0,27192.0,27202.0,27202.0,27202.0
29,GDN0005,HoldingBreath,32,27976.0,28010.0,28016.0,27964.0,28008.0,28008.0,28008.0,28026.0,28026.0,28026.0,28048.0,28048.0,28048.0
30,GDN0005,HoldingBreath,33,28854.0,28882.0,28882.0,28882.0,28892.0,28892.0,28892.0,28870.0,28870.0,28870.0,28864.0,28884.0,28864.0
31,GDN0005,HoldingBreath,34,29708.0,29704.0,29704.0,29704.0,29694.0,29694.0,29694.0,29728.0,29728.0,29728.0,29726.0,29734.0,29660.0
32,GDN0005,HoldingBreath,35,30514.0,30514.0,30514.0,30514.0,30504.0,30504.0,30504.0,30534.0,30534.0,30534.0,30536.0,30536.0,30536.0
33,GDN0005,HoldingBreath,36,31300.0,31262.0,31262.0,31262.0,31310.0,31310.0,31310.0,31326.0,31326.0,31326.0,31330.0,31330.0,31330.0
34,GDN0005,HoldingBreath,37,32076.0,32020.0,32020.0,32020.0,32074.0,32074.0,32074.0,32094.0,32094.0,32094.0,32098.0,32098.0,32098.0
35,GDN0005,HoldingBreath,38,32852.0,32806.0,32806.0,32806.0,32846.0,32846.0,32846.0,32872.0,32872.0,32872.0,32880.0,32880.0,32880.0
36,GDN0005,HoldingBreath,39,33654.0,33606.0,33606.0,33606.0,33652.0,33652.0,33652.0,33676.0,33676.0,33676.0,33678.0,33678.0,33678.0
37,GDN0005,HoldingBreath,40,34504.0,34504.0,34504.0,34504.0,34488.0,34488.0,34488.0,34534.0,34534.0,34534.0,34548.0,34548.0,34548.0
38,GDN0005,HoldingBreath,41,35426.0,35418.0,35418.0,35418.0,35420.0,35420.0,35420.0,35440.0,35440.0,35440.0,35446.0,35446.0,35446.0
39,GDN0005,HoldingBreath,42,36348.0,36346.0,36346.0,36346.0,36334.0,36334.0,36334.0,36356.0,36356.0,36356.0,36360.0,36360.0,36360.0
40,GDN0005,HoldingBreath,43,37256.0,37256.0,37256.0,37256.0,37246.0,37246.0,37246.0,37274.0,37274.0,37274.0,37296.0,37296.0,37296.0
41,GDN0005,HoldingBreath,44,38192.0,38190.0,38190.0,38190.0,38180.0,38180.0,38180.0,38210.0,38210.0,38210.0,38226.0,38226.0,38226.0
42,GDN0005,HoldingBreath,45,39142.0,39142.0,39142.0,39142.0,39128.0,39128.0,39128.0,39158.0,39158.0,39158.0,39174.0,39174.0,39174.0
43,GDN0005,HoldingBreath,46,40114.0,40112.0,40112.0,40112.0,40108.0,40108.0,40108.0,40122.0,40122.0,40122.0,40128.0,40128.0,40128.0
44,GDN0005,HoldingBreath,47,41072.0,41070.0,41070.0,41070.0,41060.0,41060.0,41060.0,41080.0,41080.0,41080.0,41088.0,41088.0,41088.0
45,GDN0005,HoldingBreath,48,42026.0,42022.0,42022.0,42022.0,42020.0,42020.0,42020.0,42036.0,42036.0,42036.0,42040.0,42040.0,42040.0
46,GDN0005,HoldingBreath,49,42954.0,42954.0,42954.0,42954.0,42942.0,42942.0,42942.0,42980.0,42980.0,42980.0,42994.0,42994.0,42994.0
47,GDN0005,HoldingBreath,50,43896.0,43890.0,43890.0,43890.0,43888.0,43888.0,43888.0,43910.0,43910.0,43910.0,43924.0,43924.0,43924.0
48,GDN0005,HoldingBreath,51,44816.0,44814.0,44814.0,44814.0,44806.0,44806.0,44806.0,44826.0,44826.0,44826.0,44832.0,44832.0,44832.0
49,GDN0005,HoldingBreath,52,45718.0,45710.0,45710.0,45710.0,45710.0,45710.0,45710.0,45728.0,45728.0,45728.0,45736.0,45736.0,45736.0
50,GDN0005,HoldingBreath,53,46638.0,46626.0,46626.0,46626.0,46626.0,46626.0,46626.0,46644.0,46644.0,46644.0,46652.0,46652.0,46652.0
51,GDN0005,HoldingBreath,54,47524.0,47524.0,47524.0,47524.0,47510.0,47510.0,47510.0,47566.0,47566.0,47566.0,47580.0,47580.0,47580.0
52,GDN0005,HoldingBreath,55,48464.0,48432.0,48432.0,48432.0,48424.0,48424.0,48424.0,48474.0,48474.0,48474.0,48486.0,48486.0,48486.0
53,GDN0005,HoldingBreath,56,49374.0,49372.0,49372.0,49372.0,49366.0,49366.0,49366.0,49384.0,49384.0,49384.0,49392.0,49392.0,49392.0
54,GDN0005,HoldingBreath,57,50288.0,50286.0,50286.0,50286.0,50282.0,50282.0,50282.0,50300.0,50300.0,50300.0,50304.0,50304.0,50304.0
55,GDN0005,HoldingBreath,58,51172.0,51170.0,51170.0,51170.0,51196.0,51196.0,51196.0,51206.0,51206.0,51206.0,51218.0,51218.0,51218.0
56,GDN0005,HoldingBreath,59,52084.0,52082.0,52082.0,52082.0,52096.0,52090.0,52060.0,52104.0,52112.0,52104.0,52140.0,52140.0,52140.0
57,GDN0005,HoldingBreath,60,53030.0,53006.0,53006.0,53006.0,53006.0,53006.0,53006.0,53044.0,53044.0,53044.0,53064.0,53064.0,53064.0
58,GDN0005,HoldingBreath,61,53962.0,53940.0,53940.0,53940.0,54010.0,54010.0,54010.0,53974.0,53982.0,53974.0,53976.0,53994.0,53976.0
59,GDN0005,HoldingBreath,62,54890.0,54848.0,54860.0,54818.0,54884.0,54884.0,54884.0,54898.0,54898.0,54898.0,54902.0,54902.0,54902.0
60,GDN0005,HoldingBreath,63,55718.0,55746.0,55746.0,55746.0,55764.0,55764.0,55764.0,55764.0,55768.0,55732.0,55766.0,55772.0,55724.0
61,GDN0005,HoldingBreath,64,56562.0,56560.0,56560.0,56560.0,56552.0,56552.0,56552.0,56582.0,56582.0,56582.0,56588.0,56588.0,56588.0
62,GDN0005,HoldingBreath,65,57372.0,57370.0,57370.0,57370.0,57382.0,57370.0,57346.0,57384.0,57384.0,57384.0,57390.0,57390.0,57390.0
63,GDN0005,HoldingBreath,66,58180.0,58178.0,58178.0,58178.0,58220.0,58210.0,58178.0,58210.0,58210.0,58210.0,58194.0,58196.0,58146.0
64,GDN0005,HoldingBreath,67,58994.0,58994.0,58994.0,58994.0,59060.0,59060.0,59060.0,59004.0,59004.0,59004.0,59008.0,59008.0,59008.0
65,GDN0005,Pause,0,1136.0,1112.0,1104.0,,1132.0,1132.0,1132.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0
66,GDN0005,Pause,1,2050.0,2038.0,2030.0,,2046.0,2046.0,2046.0,2062.0,2062.0,2062.0,2062.0,2062.0,2062.0
67,GDN0005,Pause,2,2912.0,2906.0,2906.0,2906.0,2962.0,2962.0,2962.0,2922.0,2922.0,2922.0,2924.0,2924.0,2924.0
68,GDN0005,Pause,3,3776.0,3774.0,3774.0,3774.0,3792.0,3798.0,3760.0,3788.0,3788.0,3788.0,3798.0,3798.0,3798.0
69,GDN0005,Pause,4,4586.0,4628.0,4628.0,4628.0,4638.0,4666.0,4638.0,4652.0,4652.0,4652.0,4660.0,4660.0,4660.0
70,GDN0005,Pause,5,5560.0,5556.0,5556.0,5556.0,5616.0,5616.0,5616.0,5578.0,5578.0,5578.0,5580.0,5580.0,5580.0
71,GDN0005,Pause,6,6508.0,6506.0,6506.0,6506.0,6502.0,6548.0,6502.0,6520.0,6520.0,6520.0,6522.0,6522.0,6522.0
72,GDN0005,Pause,7,7348.0,7330.0,7332.0,,7402.0,7402.0,7402.0,7366.0,7366.0,7366.0,7362.0,7362.0,7362.0
73,GDN0005,Pause,8,8186.0,8132.0,8132.0,8132.0,8182.0,8182.0,8182.0,8208.0,8208.0,8208.0,8222.0,8222.0,8222.0
74,GDN0005,Pause,9,9024.0,8964.0,8980.0,8964.0,9020.0,9020.0,9020.0,9042.0,9042.0,9042.0,9050.0,9050.0,9050.0
75,GDN0005,Pause,10,9830.0,9838.0,9846.0,9772.0,9876.0,9876.0,9876.0,9890.0,9892.0,9858.0,9892.0,9892.0,9892.0
76,GDN0005,Pause,11,10674.0,10700.0,10700.0,10700.0,10702.0,10702.0,10702.0,10712.0,10712.0,10712.0,10720.0,10720.0,10720.0
77,GDN0005,Pause,13,12446.0,12444.0,12444.0,12444.0,12434.0,12434.0,12434.0,12454.0,12454.0,12454.0,12452.0,12452.0,12452.0
78,GDN0005,Pause,14,13364.0,13386.0,13386.0,13386.0,13386.0,13386.0,13386.0,13412.0,13412.0,13412.0,13430.0,13430.0,13430.0
79,GDN0005,Pause,15,14290.0,14314.0,14284.0,14284.0,14320.0,14342.0,14286.0,14364.0,14364.0,14364.0,14378.0,14378.0,14378.0
80,GDN0005,Pause,16,15218.0,15212.0,15212.0,15212.0,15244.0,15266.0,15212.0,15270.0,15266.0,15252.0,15264.0,15282.0,15228.0
81,GDN0005,Pause,17,16080.0,16080.0,16080.0,16080.0,16156.0,16156.0,16156.0,16116.0,16116.0,16096.0,16114.0,16122.0,16084.0
82,GDN0005,Pause,18,16894.0,16892.0,16892.0,16892.0,16898.0,16926.0,16878.0,16916.0,16916.0,16908.0,16916.0,16916.0,16916.0
83,GDN0005,Pause,19,17656.0,17674.0,17664.0,17628.0,17678.0,17702.0,17654.0,17696.0,17696.0,17696.0,17700.0,17700.0,17700.0
84,GDN0005,Pause,20,18402.0,18440.0,18440.0,18440.0,18476.0,18476.0,18476.0,18492.0,18492.0,18492.0,18470.0,18480.0,18408.0
85,GDN0005,Pause,21,19286.0,19284.0,19284.0,19284.0,19270.0,19270.0,19270.0,19294.0,19294.0,19294.0,19288.0,19288.0,19288.0
86,GDN0005,Pause,22,20114.0,20182.0,20182.0,20182.0,20106.0,20106.0,20106.0,20122.0,20122.0,20122.0,20124.0,20124.0,20124.0
87,GDN0005,Pause,23,20918.0,20914.0,20914.0,20914.0,20908.0,20908.0,20908.0,20926.0,20926.0,20926.0,20922.0,20922.0,20922.0
88,GDN0005,Pause,24,21760.0,21786.0,21774.0,21718.0,21752.0,21752.0,21752.0,21794.0,21794.0,21794.0,21798.0,21798.0,21798.0
89,GDN0005,Pause,25,22678.0,22674.0,22674.0,22674.0,22670.0,22670.0,22670.0,22690.0,22698.0,22690.0,22694.0,22694.0,22694.0
90,GDN0005,Pause,26,23594.0,23582.0,23582.0,23582.0,23556.0,23578.0,23556.0,23606.0,23606.0,23606.0,23606.0,23606.0,23606.0
91,GDN0005,Pause,27,24498.0,24492.0,24492.0,24492.0,24480.0,24480.0,24480.0,24518.0,24518.0,24518.0,24530.0,24530.0,24530.0
92,GDN0005,Pause,28,25474.0,25474.0,25474.0,25474.0,25464.0,25464.0,25464.0,25484.0,25484.0,25484.0,25484.0,25484.0,25484.0
93,GDN0005,Pause,29,26482.0,26482.0,26482.0,26482.0,26482.0,26482.0,26482.0,26498.0,26498.0,26498.0,26504.0,26504.0,26504.0
94,GDN0005,Pause,30,27456.0,27452.0,27452.0,27452.0,27484.0,27484.0,27484.0,27498.0,27498.0,27498.0,27504.0,27504.0,27504.0
95,GDN0005,Pause,31,28470.0,28446.0,28446.0,28446.0,28472.0,28472.0,28472.0,28492.0,28492.0,28492.0,28478.0,28486.0,28408.0
96,GDN0005,Pause,32,29450.0,29420.0,29420.0,,29444.0,29444.0,29444.0,29460.0,29460.0,29460.0,29462.0,29462.0,29462.0
97,GDN0005,Pause,33,30374.0,30368.0,30368.0,30368.0,30402.0,30402.0,30402.0,30414.0,30414.0,30414.0,30418.0,30418.0,30418.0
98,GDN0005,Pause,34,31332.0,31356.0,31356.0,31356.0,31356.0,31356.0,31356.0,31368.0,31368.0,31368.0,31374.0,31374.0,31374.0
99,GDN0005,Pause,35,32242.0,32274.0,32274.0,32274.0,32274.0,32274.0,32274.0,32282.0,32286.0,32254.0,32282.0,32290.0,32244.0
100,GDN0005,Pause,36,33154.0,33174.0,33174.0,33174.0,33176.0,33176.0,33176.0,33192.0,33192.0,33192.0,33196.0,33196.0,33196.0
101,GDN0005,Pause,37,34102.0,34090.0,34090.0,34090.0,34092.0,34092.0,34092.0,34112.0,34112.0,34112.0,34120.0,34120.0,34120.0
102,GDN0005,Pause,38,35068.0,35060.0,35060.0,35060.0,35062.0,35062.0,35062.0,35074.0,35074.0,35074.0,35082.0,35082.0,35082.0
103,GDN0005,Pause,39,36022.0,36018.0,36018.0,36018.0,36050.0,36056.0,36020.0,36064.0,36064.0,36064.0,36084.0,36084.0,36084.0
104,GDN0005,Pause,40,37044.0,37008.0,37008.0,37008.0,37040.0,37040.0,37040.0,37056.0,37056.0,37056.0,37056.0,37056.0,37056.0
105,GDN0005,Pause,41,38014.0,38008.0,38008.0,38008.0,38010.0,38010.0,38010.0,38046.0,38046.0,38046.0,38056.0,38056.0,38056.0
106,GDN0005,Pause,42,39022.0,38982.0,38982.0,38982.0,39020.0,39020.0,39020.0,39034.0,39034.0,39034.0,39040.0,39040.0,39040.0
107,GDN0005,Pause,44,40942.0,40942.0,40942.0,40942.0,40932.0,40932.0,40932.0,40960.0,40960.0,40960.0,40946.0,40974.0,40946.0
108,GDN0005,Pause,45,41858.0,41856.0,41856.0,41856.0,41934.0,41934.0,41934.0,41890.0,41894.0,41868.0,41890.0,41894.0,41868.0
109,GDN0005,Pause,46,42758.0,42756.0,42756.0,42756.0,42742.0,42742.0,42742.0,42776.0,42776.0,42776.0,42790.0,42790.0,42790.0
110,GDN0005,Pause,47,43660.0,43658.0,43658.0,43658.0,43652.0,43652.0,43652.0,43670.0,43670.0,43670.0,43672.0,43672.0,43672.0
111,GDN0005,Pause,48,44646.0,44640.0,44640.0,44640.0,44642.0,44642.0,44642.0,44656.0,44656.0,44656.0,44662.0,44662.0,44662.0
112,GDN0005,Pause,49,45632.0,45630.0,45630.0,45630.0,45644.0,45654.0,45620.0,45668.0,45670.0,45652.0,45692.0,45692.0,45692.0
113,GDN0005,Pause,50,46616.0,46642.0,46650.0,46614.0,46672.0,46672.0,46672.0,46686.0,46686.0,46686.0,46694.0,46694.0,46694.0
114,GDN0005,Pause,51,47656.0,47640.0,47640.0,47640.0,47664.0,47664.0,47664.0,47682.0,47682.0,47682.0,47684.0,47684.0,47684.0
115,GDN0005,Pause,52,48622.0,48620.0,48620.0,48620.0,48678.0,48678.0,48678.0,48650.0,48650.0,48650.0,48698.0,48698.0,48698.0
116,GDN0005,Pause,53,49586.0,49544.0,49544.0,49544.0,49582.0,49582.0,49582.0,49598.0,49598.0,49598.0,49598.0,49598.0,49598.0
117,GDN0005,Pause,54,50450.0,50448.0,50448.0,50448.0,50502.0,50502.0,50502.0,50462.0,50462.0,50462.0,50466.0,50466.0,50466.0
118,GDN0005,Pause,55,51306.0,51274.0,51298.0,51212.0,51300.0,51300.0,51300.0,51318.0,51318.0,51318.0,51320.0,51320.0,51320.0
119,GDN0005,Pause,56,52154.0,52152.0,52152.0,52152.0,52152.0,52152.0,52152.0,52168.0,52168.0,52168.0,52172.0,52172.0,52172.0
120,GDN0005,Pause,57,53100.0,53100.0,53100.0,53100.0,53114.0,53112.0,53086.0,53122.0,53122.0,53122.0,53100.0,53100.0,53100.0
121,GDN0005,Pause,58,54106.0,54082.0,54082.0,54082.0,54106.0,54106.0,54106.0,54120.0,54120.0,54120.0,54088.0,54088.0,54068.0
122,GDN0005,Pause,59,54976.0,54998.0,54974.0,54974.0,55008.0,55008.0,55008.0,55028.0,55028.0,55028.0,54982.0,54986.0,54938.0
123,GDN0005,Pause,60,55892.0,55970.0,55970.0,55970.0,55884.0,55884.0,55884.0,55902.0,55902.0,55902.0,55902.0,55902.0,55902.0
124,GDN0005,Pause,61,56790.0,56788.0,56788.0,56788.0,56788.0,56788.0,56788.0,56822.0,56822.0,56822.0,56802.0,56826.0,56748.0
125,GDN0005,Pause,62,57810.0,57786.0,57774.0,57736.0,57806.0,57806.0,57806.0,57818.0,57818.0,57818.0,57824.0,57824.0,57824.0
126,GDN0005,Pause,63,58778.0,58772.0,58772.0,58772.0,58770.0,58770.0,58770.0,58808.0,58808.0,58808.0,58820.0,58820.0,58820.0
127,GDN0005,TiltDown,0,1250.0,1258.0,1258.0,1258.0,1248.0,1248.0,1248.0,1258.0,1258.0,1258.0,1264.0,1264.0,1264.0
128,GDN0005,TiltDown,1,2288.0,2310.0,2310.0,2310.0,2324.0,2324.0,2324.0,2334.0,2338.0,2304.0,2346.0,2348.0,2292.0
129,GDN0005,TiltDown,2,3394.0,3362.0,3362.0,3362.0,3390.0,3390.0,3390.0,3418.0,3418.0,3418.0,3430.0,3430.0,3430.0
130,GDN0005,TiltDown,3,4478.0,4426.0,4410.0,,4468.0,4468.0,4468.0,4488.0,4488.0,4488.0,4492.0,4492.0,4492.0
131,GDN0005,TiltDown,5,6458.0,6492.0,6492.0,6492.0,6492.0,6492.0,6492.0,6516.0,6512.0,6502.0,6530.0,6522.0,6460.0
132,GDN0005,TiltDown,6,7420.0,7378.0,7378.0,7378.0,7470.0,7470.0,7470.0,7434.0,7434.0,7434.0,7436.0,7436.0,7436.0
133,GDN0005,TiltDown,7,8394.0,8392.0,8392.0,8392.0,8388.0,8388.0,8388.0,8402.0,8402.0,8402.0,8402.0,8402.0,8402.0
134,GDN0005,TiltDown,8,9426.0,9374.0,9374.0,9374.0,9422.0,9422.0,9422.0,9432.0,9432.0,9432.0,9440.0,9440.0,9440.0
135,GDN0005,TiltDown,9,10462.0,10426.0,10426.0,10426.0,10502.0,10502.0,10502.0,10474.0,10474.0,10474.0,10474.0,10474.0,10474.0
136,GDN0005,TiltDown,10,11448.0,11426.0,11426.0,11426.0,11484.0,11484.0,11484.0,11494.0,11494.0,11494.0,11504.0,11504.0,11504.0
137,GDN0005,TiltDown,11,12404.0,12426.0,12426.0,12426.0,12442.0,12442.0,12442.0,12448.0,12444.0,12418.0,12446.0,12464.0,12410.0
138,GDN0005,TiltDown,12,13378.0,13376.0,13376.0,13376.0,13424.0,13424.0,13424.0,13412.0,13418.0,13400.0,13422.0,13430.0,13392.0
139,GDN0005,TiltDown,13,14434.0,14406.0,14406.0,14406.0,14434.0,14434.0,14434.0,14450.0,14450.0,14450.0,14452.0,14452.0,14452.0
140,GDN0005,TiltDown,14,15508.0,15446.0,15446.0,15446.0,15574.0,15574.0,15574.0,15520.0,15520.0,15520.0,15526.0,15526.0,15526.0
141,GDN0005,TiltDown,15,16446.0,16444.0,16444.0,16444.0,16522.0,16522.0,16522.0,16494.0,16494.0,16494.0,16536.0,16536.0,16536.0
142,GDN0005,TiltDown,16,17406.0,17406.0,17406.0,17406.0,17416.0,17438.0,17396.0,17422.0,17422.0,17422.0,17456.0,17452.0,17410.0
143,GDN0005,TiltDown,17,18342.0,18290.0,18290.0,18290.0,18338.0,18338.0,18338.0,18352.0,18352.0,18352.0,18352.0,18352.0,18352.0
144,GDN0005,TiltDown,18,19360.0,19360.0,19360.0,19360.0,19360.0,19360.0,19360.0,19374.0,19374.0,19374.0,19378.0,19378.0,19378.0
145,GDN0005,TiltDown,19,20418.0,20396.0,20396.0,20396.0,20418.0,20418.0,20418.0,20464.0,20464.0,20464.0,20472.0,20472.0,20472.0
146,GDN0005,TiltDown,20,21532.0,21448.0,21448.0,21448.0,21522.0,21522.0,21522.0,21544.0,21544.0,21544.0,21554.0,21554.0,21554.0
147,GDN0005,TiltDown,21,22504.0,22542.0,22542.0,22542.0,22590.0,22590.0,22590.0,22554.0,22554.0,22554.0,22560.0,22560.0,22560.0
148,GDN0005,TiltDown,22,23498.0,23458.0,23458.0,23458.0,23498.0,23498.0,23498.0,23518.0,23518.0,23518.0,23510.0,23510.0,23510.0
149,GDN0005,TiltDown,23,24508.0,24470.0,24470.0,24470.0,24510.0,24510.0,24510.0,24538.0,24538.0,24538.0,24556.0,24556.0,24556.0
150,GDN0005,TiltDown,24,25566.0,25592.0,25592.0,25592.0,25600.0,25600.0,25600.0,25606.0,25606.0,25606.0,25608.0,25606.0,25528.0
151,GDN0005,TiltDown,25,26632.0,26584.0,26584.0,26584.0,26630.0,26630.0,26630.0,26652.0,26652.0,26652.0,26656.0,26656.0,26656.0
152,GDN0005,TiltDown,26,27654.0,27626.0,27626.0,27626.0,27698.0,27698.0,27698.0,27670.0,27670.0,27670.0,27712.0,27712.0,27712.0
153,GDN0005,TiltDown,27,28626.0,28624.0,28624.0,28624.0,28718.0,28718.0,28718.0,28680.0,28678.0,28650.0,28708.0,28716.0,28636.0
154,GDN0005,TiltDown,28,29550.0,29500.0,29500.0,29500.0,29578.0,29612.0,29530.0,29568.0,29568.0,29568.0,29602.0,29602.0,29602.0
155,GDN0005,TiltDown,29,30424.0,30372.0,30372.0,30372.0,30482.0,30482.0,30482.0,30432.0,30432.0,30432.0,30436.0,30436.0,30436.0
156,GDN0005,TiltDown,30,31292.0,31212.0,31212.0,31212.0,31290.0,31290.0,31290.0,31302.0,31302.0,31302.0,31308.0,31308.0,31308.0
157,GDN0005,TiltDown,31,32226.0,32122.0,32122.0,32122.0,32224.0,32224.0,32224.0,32240.0,32240.0,32240.0,32238.0,32238.0,32238.0
158,GDN0005,TiltDown,32,33186.0,33128.0,33130.0,,33178.0,33178.0,33178.0,33218.0,33218.0,33218.0,33220.0,33220.0,33134.0
159,GDN0005,TiltDown,33,34256.0,34206.0,34206.0,34206.0,34254.0,34254.0,34254.0,34268.0,34268.0,34268.0,34270.0,34270.0,34270.0
160,GDN0005,TiltDown,34,35254.0,35282.0,35282.0,35282.0,35284.0,35284.0,35284.0,35298.0,35298.0,35298.0,35304.0,35304.0,35304.0
161,GDN0005,TiltDown,35,36240.0,36262.0,36262.0,36262.0,36274.0,36274.0,36274.0,36272.0,36272.0,36258.0,36282.0,36282.0,36244.0
162,GDN0005,TiltDown,36,37198.0,37178.0,37178.0,37178.0,37196.0,37196.0,37196.0,37228.0,37228.0,37228.0,37246.0,37246.0,37246.0
163,GDN0005,TiltDown,37,38168.0,38170.0,38176.0,38130.0,38210.0,38210.0,38210.0,38222.0,38222.0,38222.0,38244.0,38242.0,38180.0
164,GDN0005,TiltDown,38,39250.0,39220.0,39220.0,39220.0,39248.0,39248.0,39248.0,39266.0,39266.0,39266.0,39286.0,39286.0,39286.0
165,GDN0005,TiltDown,39,40292.0,40372.0,40372.0,40372.0,40290.0,40290.0,40290.0,40308.0,40308.0,40308.0,40308.0,40308.0,40308.0
166,GDN0005,TiltDown,40,41312.0,41344.0,41324.0,,41304.0,41304.0,41304.0,41326.0,41326.0,41326.0,41318.0,41318.0,41318.0
167,GDN0005,TiltDown,41,42288.0,42246.0,42306.0,42246.0,42324.0,42324.0,42324.0,42304.0,42304.0,42304.0,42338.0,42338.0,42338.0
168,GDN0005,TiltDown,42,43160.0,43182.0,43250.0,43182.0,43264.0,43264.0,43264.0,43234.0,43234.0,43234.0,43256.0,43254.0,43162.0
