heartbeat_id,channel,label,sample_absolute,sample_relative
55,ECG,Q-wave_onset,100395,20879
55,heartbeat,end,100639,21123
56,heartbeat,start,100639,21123
56,ECG,Q-wave_onset,100749,21233
56,heartbeat,end,100993,21477
57,heartbeat,start,100993,21477
57,ECG,Q-wave_onset,101089,21573
57,heartbeat,end,101336,21820
58,heartbeat,start,101336,21820
58,ECG,Q-wave_onset,101436,21920
58,heartbeat,end,101673,22157
59,heartbeat,start,101673,22157
59,ECG,Q-wave_onset,101778,22262
59,heartbeat,end,102009,22493
60,heartbeat,start,102009,22493
60,ECG,Q-wave_onset,102108,22592
60,heartbeat,end,102347,22831
61,heartbeat,start,102347,22831
61,ECG,Q-wave_onset,102448,22932
61,heartbeat,end,102681,23165
62,heartbeat,start,102681,23165
62,ECG,Q-wave_onset,102779,23263
62,heartbeat,end,103005,23489
63,heartbeat,start,103005,23489
63,ECG,Q-wave_onset,103098,23582
63,heartbeat,end,103320,23804
64,heartbeat,start,103320,23804
64,ECG,Q-wave_onset,103412,23896
64,heartbeat,end,103630,24114
65,heartbeat,start,103630,24114
65,ECG,Q-wave_onset,103719,24203
65,heartbeat,end,103936,24420
66,heartbeat,start,103936,24420
66,ECG,Q-wave_onset,104032,24516
66,heartbeat,end,104242,24726
67,heartbeat,start,104242,24726
67,ECG,Q-wave_onset,104330,24814
67,heartbeat,end,104554,25038
68,heartbeat,start,104554,25038
68,ECG,Q-wave_onset,104646,25130
68,heartbeat,end,104880,25364
69,heartbeat,start,104880,25364
69,ECG,Q-wave_onset,104977,25461
69,heartbeat,end,105218,25702
70,heartbeat,start,105218,25702
70,ECG,Q-wave_onset,105317,25801
70,heartbeat,end,105564,26048
71,heartbeat,start,105564,26048
71,ECG,Q-wave_onset,105667,26151
71,heartbeat,end,105915,26399
72,heartbeat,start,105915,26399
72,ECG,Q-wave_onset,106019,26503
72,heartbeat,end,106267,26751
73,heartbeat,start,106267,26751
73,ECG,Q-wave_onset,106371,26855
73,heartbeat,end,106619,27103
74,heartbeat,start,106619,27103
74,ECG,Q-wave_onset,106722,27206
74,heartbeat,end,106966,27450
75,heartbeat,start,106966,27450
75,ECG,Q-wave_onset,107068,27552
75,heartbeat,end,107312,27796
76,heartbeat,start,107312,27796
76,ECG,Q-wave_onset,107415,27899
76,heartbeat,end,107661,28145
77,heartbeat,start,107661,28145
77,ECG,Q-wave_onset,107765,28249
77,heartbeat,end,108012,28496
78,heartbeat,start,108012,28496
78,ECG,Q-wave_onset,108115,28599
78,heartbeat,end,108357,28841
79,heartbeat,start,108357,28841
79,ECG,Q-wave_onset,108459,28943
79,heartbeat,end,108700,29184
80,heartbeat,start,108700,29184
80,ECG,Q-wave_onset,108802,29286
80,heartbeat,end,109049,29533
81,heartbeat,start,109049,29533
81,ECG,Q-wave_onset,109154,29638
81,heartbeat,end,109401,29885
