,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
VP_001,tsst,Prep,19,19,19,10988,10988,11567,11567,11155,11160,11202,11228,582.0,582.0,47,68,47.0,68.0,,,21.0,21.0,30.88235294117647
VP_001,tsst,Prep,20,20,20,11567,11567,12135,12135,11737,11742,11794,11808,560.0,560.0,57,66,57.0,66.0,,,9.0,9.0,13.636363636363635
VP_001,tsst,Prep,21,21,21,12135,12135,12689,12689,12297,12296,12378,12387,551.0,551.0,81,91,81.0,91.0,,,10.0,10.0,10.989010989010989
VP_001,tsst,Prep,22,22,22,12689,12689,13239,13239,12848,12858,12935,12935,549.0,549.0,87,77,87.0,77.0,,,-10.0,10.0,12.987012987012985
VP_001,tsst,Prep,23,23,23,13239,13239,13788,13789,13397,13393,13457,13469,550.0,550.0,60,76,60.0,76.0,,,16.0,16.0,21.052631578947366
VP_001,tsst,Prep,24,24,24,13788,13789,14338,14339,13947,13945,14011,14015,550.0,550.0,64,70,64.0,70.0,,,6.0,6.0,8.571428571428571
VP_001,tsst,Prep,25,25,25,14338,14339,14892,14892,14497,14507,14564,14567,555.0,555.0,67,60,67.0,60.0,,,-7.0,7.0,11.666666666666666
VP_001,tsst,Prep,26,26,26,14892,14892,15451,15451,15052,15049,15120,15125,562.0,562.0,68,76,68.0,76.0,,,8.0,8.0,10.526315789473683
VP_001,tsst,Prep,27,27,27,15451,15451,16007,16007,15614,15596,15686,15690,553.0,553.0,72,94,72.0,94.0,,,22.0,22.0,23.404255319148938
VP_001,tsst,Prep,28,28,28,16007,16007,16560,16560,16167,16164,16204,16256,552.0,552.0,37,92,37.0,92.0,,,55.0,55.0,59.78260869565217
VP_001,tsst,Prep,29,29,29,16560,16560,17115,17115,16719,16715,16785,16790,557.0,557.0,66,75,66.0,75.0,,,9.0,9.0,12.0
VP_001,tsst,Prep,30,30,30,17115,17115,17682,17682,17276,17288,17341,17345,573.0,573.0,65,57,65.0,57.0,,,-8.0,8.0,14.035087719298245
VP_001,tsst,Prep,31,31,31,17682,17682,18266,18267,17849,17848,17905,17912,590.0,590.0,56,64,56.0,64.0,,,8.0,8.0,12.5
VP_001,tsst,Prep,32,32,32,18266,18267,18847,18847,18439,18440,18486,18508,576.0,576.0,47,68,47.0,68.0,,,21.0,21.0,30.88235294117647
VP_001,tsst,Prep,33,33,33,18847,18847,19418,19418,19015,19012,19090,19097,568.0,568.0,75,85,75.0,85.0,,,10.0,10.0,11.76470588235294
VP_001,tsst,Prep,34,34,34,19418,19418,19988,19988,19583,19579,19589,19658,571.0,571.0,6,79,6.0,79.0,,,73.0,73.0,92.40506329113924
VP_001,tsst,Prep,35,35,35,19988,19988,20566,20566,20154,20151,20194,20225,582.0,582.0,40,74,40.0,74.0,,,34.0,34.0,45.94594594594595
VP_001,tsst,Prep,36,36,36,20566,20566,21156,21156,20736,20737,20782,20801,594.0,594.0,46,64,46.0,64.0,,,18.0,18.0,28.125
VP_001,tsst,Prep,37,37,37,21156,21156,21757,21757,21330,21338,21373,21400,605.0,605.0,43,62,43.0,62.0,,,19.0,19.0,30.64516129032258
VP_001,tsst,Prep,38,38,38,21757,21757,22345,22345,21935,21943,21978,21998,579.0,579.0,43,55,43.0,55.0,,,12.0,12.0,21.818181818181817
VP_001,tsst,Prep,39,39,39,22345,22345,22915,22915,22514,22508,22524,22608,564.0,564.0,10,100,10.0,100.0,,,90.0,90.0,90.0
VP_001,tsst,Prep,40,40,40,22915,22915,23474,23474,23078,23077,23159,23156,557.0,557.0,81,79,81.0,79.0,,,-2.0,2.0,2.5316455696202533
VP_001,tsst,Prep,41,41,41,23474,23474,24026,24027,23635,23632,23699,23704,550.0,550.0,64,72,64.0,72.0,,,8.0,8.0,11.11111111111111
VP_001,tsst,Prep,42,42,42,24026,24027,24580,24580,24185,24183,24250,24253,555.0,555.0,65,70,65.0,70.0,,,5.0,5.0,7.142857142857142
VP_001,tsst,Prep,43,43,43,24580,24580,25137,25137,24740,24737,24796,24808,559.0,559.0,56,71,56.0,71.0,,,15.0,15.0,21.12676056338028
VP_001,tsst,Prep,44,44,44,25137,25137,25692,25692,25299,25309,25350,25365,552.0,552.0,51,56,51.0,56.0,,,5.0,5.0,8.928571428571429
VP_001,tsst,Prep,45,45,45,25692,25692,26248,26248,25851,25850,25929,25930,559.0,559.0,78,80,78.0,80.0,,,2.0,2.0,2.5
VP_001,tsst,Prep,46,46,46,26248,26248,26811,26811,26410,26406,26489,26486,565.0,565.0,79,80,79.0,80.0,,,1.0,1.0,1.25
VP_001,tsst,Prep,47,47,47,26811,26811,27392,27392,26975,26973,27022,27045,589.0,589.0,47,72,47.0,72.0,,,25.0,25.0,34.72222222222222
VP_001,tsst,Prep,48,48,48,27392,27392,27993,27993,27564,27562,27613,27616,607.0,607.0,49,54,49.0,54.0,,,5.0,5.0,9.25925925925926
VP_001,tsst,Prep,49,49,49,27993,27993,28592,28592,28171,28168,28196,28237,595.0,595.0,25,69,25.0,69.0,,,44.0,44.0,63.76811594202898
VP_001,tsst,Prep,50,50,50,28592,28592,29180,29180,28766,28764,28850,28850,584.0,584.0,84,86,84.0,86.0,,,2.0,2.0,2.3255813953488373
VP_001,tsst,Prep,51,51,51,29180,29180,29764,29766,29350,29348,29387,29422,,,37,74,37.0,74.0,,,37.0,37.0,50.0
VP_001,tsst,Pause_1,0,0,0,273,273,857,857,443,442,464,516,584.0,584.0,21,74,21.0,74.0,,,53.0,53.0,71.62162162162163
VP_001,tsst,Pause_1,1,1,1,857,857,1461,1461,1027,1025,1068,1097,616.0,616.0,41,72,41.0,72.0,,,31.0,31.0,43.05555555555556
VP_001,tsst,Pause_1,2,2,2,1461,1461,2114,2114,1643,1642,1797,1695,672.0,672.0,154,53,154.0,53.0,,,-101.0,101.0,190.56603773584905
VP_001,tsst,Pause_1,5,5,5,3499,3499,4172,4172,3706,3704,3714,3780,665.0,665.0,8,76,8.0,76.0,,,68.0,68.0,89.47368421052632
VP_001,tsst,Pause_1,6,6,6,4172,4172,4840,4840,4371,4368,4443,4444,669.0,669.0,72,76,72.0,76.0,,,4.0,4.0,5.263157894736842
VP_001,tsst,Pause_1,8,8,8,5521,5521,6228,6228,5728,5727,5745,5765,717.0,717.0,17,38,17.0,38.0,,,21.0,21.0,55.26315789473685
VP_001,tsst,Pause_1,9,9,9,6228,6228,6942,6942,6445,6443,6458,6517,712.0,712.0,13,74,13.0,74.0,,,61.0,61.0,82.43243243243244
VP_001,tsst,Pause_1,10,10,10,6942,6942,7639,7639,7157,7155,7176,7237,689.0,689.0,19,82,19.0,82.0,,,63.0,63.0,76.82926829268293
VP_001,tsst,Pause_1,11,11,11,7639,7639,8275,8275,7846,7855,7880,7923,607.0,607.0,34,68,34.0,68.0,,,34.0,34.0,50.0
VP_001,tsst,Pause_1,12,12,12,8275,8275,8865,8865,8453,8448,8490,8555,581.0,581.0,37,107,37.0,107.0,,,70.0,70.0,65.42056074766354
VP_001,tsst,Pause_1,13,13,13,8865,8865,9426,9426,9034,9031,9099,9103,551.0,551.0,65,72,65.0,72.0,,,7.0,7.0,9.722222222222223
VP_001,tsst,Pause_1,14,14,14,9426,9426,9977,9976,9585,9583,9662,9664,,,77,81,77.0,81.0,,,4.0,4.0,4.938271604938271
VP_001,tsst,Talk,0,0,0,230,229,769,769,385,382,369,480,539.0,539.0,,98,,98.0,negative_pep,,,,
VP_001,tsst,Talk,1,1,1,769,769,1316,1316,924,922,917,1019,551.0,551.0,,97,,97.0,negative_pep,,,,
VP_001,tsst,Talk,2,2,2,1316,1316,1900,1900,1475,1473,1548,1549,602.0,602.0,73,76,73.0,76.0,,,3.0,3.0,3.9473684210526314
VP_001,tsst,Talk,3,3,3,1900,1900,2548,2548,2077,2074,2156,2158,673.0,673.0,79,84,79.0,84.0,,,5.0,5.0,5.952380952380952
VP_001,tsst,Talk,4,4,4,2548,2548,3248,3248,2750,2746,2810,2819,714.0,714.0,60,73,60.0,73.0,,,13.0,13.0,17.80821917808219
VP_001,tsst,Talk,5,5,5,3248,3248,3960,3959,3464,3461,3508,3520,710.0,710.0,44,59,44.0,59.0,,,15.0,15.0,25.423728813559322
VP_001,tsst,Talk,6,6,6,3960,3959,4658,4658,4174,4171,4268,4269,692.0,692.0,94,98,94.0,98.0,,,4.0,4.0,4.081632653061225
VP_001,tsst,Talk,7,7,7,4658,4658,5334,5334,4866,4863,4925,4927,668.0,668.0,59,64,59.0,64.0,,,5.0,5.0,7.8125
VP_001,tsst,Talk,8,8,8,5334,5334,5968,5968,5534,5530,5624,5624,616.0,616.0,90,94,90.0,94.0,,,4.0,4.0,4.25531914893617
VP_001,tsst,Talk,9,9,9,5968,5968,6573,6573,6150,6146,6234,6234,599.0,599.0,84,88,84.0,88.0,,,4.0,4.0,4.545454545454546
VP_001,tsst,Talk,10,10,10,6573,6573,7161,7161,6749,6746,6786,6845,582.0,582.0,37,99,37.0,99.0,,,62.0,62.0,62.62626262626263
VP_001,tsst,Talk,11,11,11,7161,7161,7742,7742,7331,7328,7359,7431,580.0,580.0,28,103,28.0,103.0,,,75.0,75.0,72.81553398058253
VP_001,tsst,Talk,12,12,12,7742,7742,8321,8321,7911,7909,7966,7969,579.0,579.0,55,60,55.0,60.0,,,5.0,5.0,8.333333333333332
VP_001,tsst,Talk,13,13,13,8321,8321,8915,8915,8490,8485,8649,8553,601.0,601.0,159,68,159.0,68.0,,,-91.0,91.0,133.8235294117647
VP_001,tsst,Talk,14,14,14,8915,8915,9531,9531,9091,9087,9150,9153,624.0,624.0,59,66,59.0,66.0,,,7.0,7.0,10.606060606060606
VP_001,tsst,Talk,15,15,15,9531,9531,10168,10168,9715,9710,9879,9781,644.0,644.0,164,71,164.0,71.0,,,-93.0,93.0,130.98591549295776
VP_001,tsst,Talk,16,16,16,10168,10168,10784,10784,10359,10355,10388,10464,601.0,601.0,29,109,29.0,109.0,,,80.0,80.0,73.39449541284404
VP_001,tsst,Talk,17,17,17,10784,10784,11377,11377,10960,10958,10967,11057,589.0,589.0,7,99,7.0,99.0,,,92.0,92.0,92.92929292929293
VP_001,tsst,Talk,18,18,18,11377,11377,11965,11965,11549,11547,11603,11641,587.0,587.0,54,94,54.0,94.0,,,40.0,40.0,42.5531914893617
VP_001,tsst,Talk,19,19,19,11965,11965,12569,12569,12136,12133,12145,12228,614.0,614.0,9,95,9.0,95.0,,,86.0,86.0,90.52631578947368
VP_001,tsst,Talk,20,20,20,12569,12569,13184,13184,12750,12747,12798,12857,616.0,616.0,48,110,48.0,110.0,,,62.0,62.0,56.36363636363636
VP_001,tsst,Talk,21,21,21,13184,13184,13789,13789,13366,13373,13377,13436,599.0,599.0,11,63,11.0,63.0,,,52.0,52.0,82.53968253968253
VP_001,tsst,Talk,22,22,22,13789,13789,14401,14401,13965,13963,14051,14053,618.0,618.0,86,90,86.0,90.0,,,4.0,4.0,4.444444444444445
VP_001,tsst,Talk,23,23,23,14401,14401,15023,15023,14583,14580,14604,14660,625.0,625.0,21,80,21.0,80.0,,,59.0,59.0,73.75
VP_001,tsst,Talk,24,24,24,15023,15023,15670,15670,15208,15206,15294,15295,659.0,659.0,86,89,86.0,89.0,,,3.0,3.0,3.3707865168539324
VP_001,tsst,Talk,25,25,25,15670,15670,16341,16341,15867,15864,15937,15939,677.0,677.0,70,75,70.0,75.0,,,5.0,5.0,6.666666666666667
VP_001,tsst,Talk,26,26,26,16341,16341,17002,17002,16544,16543,16602,16603,653.0,653.0,58,60,58.0,60.0,,,2.0,2.0,3.3333333333333335
VP_001,tsst,Talk,27,27,27,17002,17002,17654,17653,17197,17194,17359,17300,650.0,650.0,162,106,162.0,106.0,,,-56.0,56.0,52.83018867924528
VP_001,tsst,Talk,28,28,28,17654,17653,18300,18300,17847,17844,17892,17896,645.0,645.0,45,52,45.0,52.0,,,7.0,7.0,13.461538461538462
VP_001,tsst,Talk,29,29,29,18300,18300,18938,18938,18492,18491,18488,18567,634.0,634.0,,76,,76.0,negative_pep,,,,
VP_001,tsst,Talk,30,30,30,18938,18938,19551,19551,19126,19137,19169,19229,601.0,601.0,43,92,43.0,92.0,,,49.0,49.0,53.2608695652174
VP_001,tsst,Talk,31,31,31,19551,19551,20124,20124,19727,19723,19786,19788,558.0,558.0,59,65,59.0,65.0,,,6.0,6.0,9.230769230769232
VP_001,tsst,Talk,32,32,32,20124,20124,20669,20669,20285,20282,20378,20381,538.0,538.0,93,99,93.0,99.0,,,6.0,6.0,6.0606060606060606
VP_001,tsst,Talk,33,33,33,20669,20669,21200,21200,20823,20823,20920,20921,527.0,527.0,97,98,97.0,98.0,,,1.0,1.0,1.0204081632653061
VP_001,tsst,Talk,34,34,34,21200,21200,21728,21728,21350,21358,21463,21465,529.0,529.0,113,107,113.0,107.0,,,-6.0,6.0,5.607476635514018
VP_001,tsst,Talk,35,35,35,21728,21728,22272,22272,21879,21885,21959,21961,552.0,552.0,80,76,80.0,76.0,,,-4.0,4.0,5.263157894736842
VP_001,tsst,Talk,36,36,36,22272,22272,22871,22871,22431,22437,22563,22563,624.0,624.0,132,126,132.0,126.0,,,-6.0,6.0,4.761904761904762
VP_001,tsst,Talk,37,37,37,22871,22871,23542,23542,23055,23052,23118,23121,697.0,697.0,63,69,63.0,69.0,,,6.0,6.0,8.695652173913043
VP_001,tsst,Talk,38,38,38,23542,23542,24245,24245,23752,23748,23783,23827,706.0,706.0,31,79,31.0,79.0,,,48.0,48.0,60.75949367088608
VP_001,tsst,Talk,39,39,39,24245,24245,24944,24944,24458,24456,24494,24563,695.0,695.0,36,107,36.0,107.0,,,71.0,71.0,66.35514018691589
VP_001,tsst,Talk,40,40,40,24944,24944,25643,25643,25153,25149,25248,25250,702.0,702.0,95,101,95.0,101.0,,,6.0,6.0,5.9405940594059405
VP_001,tsst,Talk,41,41,41,25643,25643,26341,26341,25855,25853,25922,25928,695.0,695.0,67,75,67.0,75.0,,,8.0,8.0,10.666666666666668
VP_001,tsst,Talk,42,42,42,26341,26341,27040,27040,26550,26547,26571,26657,702.0,702.0,21,110,21.0,110.0,,,89.0,89.0,80.9090909090909
VP_001,tsst,Talk,43,43,43,27040,27040,27705,27705,27252,27249,27262,27325,644.0,644.0,10,76,10.0,76.0,,,66.0,66.0,86.8421052631579
VP_001,tsst,Talk,44,44,44,27705,27705,28346,28346,27896,27894,27907,27979,640.0,640.0,11,85,11.0,85.0,,,74.0,74.0,87.05882352941177
VP_001,tsst,Talk,45,45,45,28346,28346,28980,28980,28536,28534,28575,28605,631.0,631.0,39,71,39.0,71.0,,,32.0,32.0,45.07042253521127
VP_001,tsst,Talk,46,46,46,28980,28980,29620,29620,29167,29166,29191,29264,645.0,645.0,24,98,24.0,98.0,,,74.0,74.0,75.51020408163265
VP_001,tsst,Math,0,0,0,135,131,659,659,284,282,289,365,524.0,524.0,5,83,5.0,83.0,,,78.0,78.0,93.97590361445783
VP_001,tsst,Math,1,1,1,659,659,1177,1177,808,808,807,884,516.0,516.0,,76,,76.0,negative_pep,,,,
VP_001,tsst,Math,2,2,2,1177,1177,1691,1691,1324,1320,1323,1391,513.0,513.0,,71,,71.0,negative_pep,,,,
VP_001,tsst,Math,3,3,3,1691,1691,2204,2204,1837,1837,1899,1905,513.0,513.0,62,68,62.0,68.0,,,6.0,6.0,8.823529411764707
VP_001,tsst,Math,4,4,4,2204,2204,2720,2720,2350,2351,2362,2416,517.0,517.0,12,65,12.0,65.0,,,53.0,53.0,81.53846153846153
VP_001,tsst,Math,5,5,5,2720,2720,3234,3234,2867,2871,2877,2942,513.0,513.0,10,71,10.0,71.0,,,61.0,61.0,85.91549295774648
VP_001,tsst,Math,6,6,6,3234,3234,3746,3746,3380,3379,3391,3451,511.0,511.0,11,72,11.0,72.0,,,61.0,61.0,84.72222222222221
VP_001,tsst,Math,7,7,7,3746,3746,4255,4255,3891,3888,3928,3985,507.0,507.0,37,97,37.0,97.0,,,60.0,60.0,61.855670103092784
VP_001,tsst,Math,8,8,8,4255,4255,4764,4764,4398,4396,4471,4470,511.0,511.0,73,74,73.0,74.0,,,1.0,1.0,1.3513513513513513
VP_001,tsst,Math,9,9,9,4764,4764,5280,5280,4909,4909,4991,4990,518.0,518.0,82,81,82.0,81.0,,,-1.0,1.0,1.2345679012345678
VP_001,tsst,Math,10,10,10,5280,5280,5808,5808,5427,5427,5504,5505,534.0,534.0,77,78,77.0,78.0,,,1.0,1.0,1.282051282051282
VP_001,tsst,Math,11,11,11,5808,5808,6352,6352,5961,5963,6036,6034,550.0,550.0,75,71,75.0,71.0,,,-4.0,4.0,5.633802816901409
VP_001,tsst,Math,12,12,12,6352,6352,6917,6917,6511,6509,6575,6581,573.0,573.0,64,72,64.0,72.0,,,8.0,8.0,11.11111111111111
VP_001,tsst,Math,13,13,13,6917,6917,7500,7500,7084,7084,7146,7149,587.0,587.0,62,65,62.0,65.0,,,3.0,3.0,4.615384615384616
VP_001,tsst,Math,14,14,14,7500,7500,8083,8083,7671,7672,7718,7737,581.0,581.0,47,65,47.0,65.0,,,18.0,18.0,27.692307692307693
VP_001,tsst,Math,15,15,15,8083,8083,8646,8646,8252,8252,8279,8319,554.0,554.0,27,67,27.0,67.0,,,40.0,40.0,59.70149253731343
VP_001,tsst,Math,16,16,16,8646,8646,9196,9196,8806,8802,8829,8891,548.0,548.0,23,89,23.0,89.0,,,66.0,66.0,74.15730337078652
VP_001,tsst,Math,17,17,17,9196,9196,9738,9738,9354,9352,9374,9427,539.0,539.0,20,75,20.0,75.0,,,55.0,55.0,73.33333333333333
VP_001,tsst,Math,18,18,18,9738,9738,10280,10280,9893,9892,9947,9959,543.0,543.0,54,67,54.0,67.0,,,13.0,13.0,19.402985074626866
VP_001,tsst,Math,19,19,19,10280,10280,10833,10833,10436,10435,10489,10494,558.0,558.0,53,59,53.0,59.0,,,6.0,6.0,10.16949152542373
VP_001,tsst,Math,20,20,20,10833,10833,11407,11407,10994,10993,11037,11056,583.0,583.0,43,63,43.0,63.0,,,20.0,20.0,31.746031746031743
VP_001,tsst,Math,21,21,21,11407,11407,11987,11987,11577,11576,11630,11637,578.0,578.0,53,61,53.0,61.0,,,8.0,8.0,13.114754098360656
VP_001,tsst,Math,22,22,22,11987,11987,12563,12563,12155,12153,12205,12205,575.0,575.0,50,52,50.0,52.0,,,2.0,2.0,3.8461538461538463
VP_001,tsst,Math,23,23,23,12563,12563,13131,13131,12730,12729,12880,12795,565.0,565.0,150,66,150.0,66.0,,,-84.0,84.0,127.27272727272727
VP_001,tsst,Math,24,24,24,13131,13131,13687,13687,13295,13289,13354,13356,551.0,551.0,59,67,59.0,67.0,,,8.0,8.0,11.940298507462686
VP_001,tsst,Math,25,25,25,13687,13687,14224,14224,13846,13843,13907,13912,530.0,530.0,61,69,61.0,69.0,,,8.0,8.0,11.594202898550725
VP_001,tsst,Math,26,26,26,14224,14224,14740,14740,14376,14376,14433,14448,508.0,508.0,57,72,57.0,72.0,,,15.0,15.0,20.833333333333336
VP_001,tsst,Math,27,27,27,14740,14740,15242,15242,14884,14885,14933,14952,498.0,498.0,49,67,49.0,67.0,,,18.0,18.0,26.865671641791046
VP_001,tsst,Math,28,28,28,15242,15242,15740,15740,15382,15383,15380,15455,498.0,498.0,,72,,72.0,negative_pep,,,,
VP_001,tsst,Math,29,29,29,15740,15740,16236,16236,15880,15880,15948,15950,496.0,496.0,68,70,68.0,70.0,,,2.0,2.0,2.857142857142857
VP_001,tsst,Math,30,30,30,16236,16236,16734,16734,16376,16375,16384,16441,499.0,499.0,8,66,8.0,66.0,,,58.0,58.0,87.87878787878788
VP_001,tsst,Math,31,31,31,16734,16734,17240,17240,16875,16876,16955,16956,510.0,510.0,80,80,80.0,80.0,,,0.0,0.0,0.0
VP_001,tsst,Math,32,32,32,17240,17240,17759,17759,17385,17384,17461,17462,523.0,523.0,76,78,76.0,78.0,,,2.0,2.0,2.564102564102564
VP_001,tsst,Math,33,33,33,17759,17759,18300,18300,17908,17910,17975,17976,550.0,550.0,67,66,67.0,66.0,,,-1.0,1.0,1.5151515151515151
VP_001,tsst,Math,34,34,34,18300,18300,18865,18865,18458,18457,18518,18522,574.0,574.0,60,65,60.0,65.0,,,5.0,5.0,7.6923076923076925
VP_001,tsst,Math,35,35,35,18865,18865,19444,19444,19032,19028,19081,19093,582.0,582.0,49,65,49.0,65.0,,,16.0,16.0,24.615384615384617
VP_001,tsst,Math,36,36,36,19444,19444,20009,20009,19614,19621,19665,19677,555.0,555.0,51,56,51.0,56.0,,,5.0,5.0,8.928571428571429
VP_001,tsst,Math,37,37,37,20009,20009,20559,20559,20169,20168,20223,20237,547.0,547.0,54,69,54.0,69.0,,,15.0,15.0,21.73913043478261
VP_001,tsst,Math,38,38,38,20559,20559,21103,21103,20716,20713,20727,20803,543.0,543.0,11,90,11.0,90.0,,,79.0,79.0,87.77777777777777
VP_001,tsst,Math,39,39,39,21103,21103,21648,21648,21259,21257,21309,21328,546.0,546.0,50,71,50.0,71.0,,,21.0,21.0,29.577464788732392
VP_001,tsst,Math,40,40,40,21648,21648,22196,22196,21805,21803,21852,21876,550.0,550.0,47,73,47.0,73.0,,,26.0,26.0,35.61643835616438
VP_001,tsst,Math,41,41,41,22196,22196,22756,22756,22355,22358,22407,22408,565.0,565.0,52,50,52.0,50.0,,,-2.0,2.0,4.0
VP_001,tsst,Math,42,42,42,22756,22756,23326,23326,22920,22920,23073,22980,572.0,572.0,153,60,153.0,60.0,,,-93.0,93.0,155.0
VP_001,tsst,Math,43,43,43,23326,23326,23895,23895,23492,23491,23540,23550,568.0,568.0,48,59,48.0,59.0,,,11.0,11.0,18.64406779661017
VP_001,tsst,Math,44,44,44,23895,23895,24450,24450,24060,24062,24115,24126,547.0,547.0,55,64,55.0,64.0,,,9.0,9.0,14.0625
VP_001,tsst,Math,45,45,45,24450,24450,24984,24984,24607,24605,24619,24673,528.0,528.0,12,68,12.0,68.0,,,56.0,56.0,82.35294117647058
VP_001,tsst,Math,46,46,46,24984,24984,25508,25508,25135,25132,25147,25202,521.0,521.0,12,70,12.0,70.0,,,58.0,58.0,82.85714285714286
VP_001,tsst,Math,47,47,47,25508,25508,26027,26027,25656,25653,25697,25720,518.0,518.0,41,67,41.0,67.0,,,26.0,26.0,38.80597014925373
VP_001,tsst,Math,48,48,48,26027,26027,26546,26546,26174,26172,26239,26241,520.0,520.0,65,69,65.0,69.0,,,4.0,4.0,5.797101449275362
VP_001,tsst,Math,49,49,49,26546,26546,27069,27069,26694,26693,26760,26762,525.0,525.0,66,69,66.0,69.0,,,3.0,3.0,4.3478260869565215
VP_001,tsst,Math,50,50,50,27069,27069,27596,27596,27219,27220,27279,27285,527.0,527.0,60,65,60.0,65.0,,,5.0,5.0,7.6923076923076925
VP_001,tsst,Math,51,51,51,27596,27596,28127,28127,27746,27745,27750,27813,534.0,534.0,4,68,4.0,68.0,,,64.0,64.0,94.11764705882352
VP_001,tsst,Math,52,52,52,28127,28127,28655,28655,28280,28279,28292,28347,524.0,524.0,12,68,12.0,68.0,,,56.0,56.0,82.35294117647058
VP_001,tsst,Math,53,53,53,28655,28655,29181,29181,28804,28803,28835,28882,528.0,528.0,31,79,31.0,79.0,,,48.0,48.0,60.75949367088608
VP_001,tsst,Math,54,54,54,29181,29181,29710,29710,29332,29334,29394,29398,529.0,529.0,62,64,62.0,64.0,,,2.0,2.0,3.125
VP_001,tsst,Pause_5,0,0,0,615,609,1211,1211,790,788,817,881,596.0,596.0,27,93,27.0,93.0,,,66.0,66.0,70.96774193548387
VP_001,tsst,Pause_5,1,1,1,1211,1211,1802,1802,1386,1386,1377,1478,588.0,588.0,,92,,92.0,negative_pep,,,,
VP_001,tsst,Pause_5,2,2,2,1802,1802,2409,2409,1974,1976,1975,2036,617.0,617.0,1,60,1.0,60.0,,,59.0,59.0,98.33333333333333
