,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
VP_001,tsst,Prep,19,19,19,10988,10988,11567,11567,11157,11160,11169,11228,582.0,582.0,12,68,12.0,68.0,,,56.0,56.0,82.35294117647058
VP_001,tsst,Prep,20,20,20,11567,11567,12135,12135,11739,11742,11763,11808,560.0,560.0,24,66,24.0,66.0,,,42.0,42.0,63.63636363636363
VP_001,tsst,Prep,21,21,21,12135,12135,12689,12689,12299,12296,12303,12387,551.0,551.0,4,91,4.0,91.0,,,87.0,87.0,95.6043956043956
VP_001,tsst,Prep,22,22,22,12689,12689,13239,13239,12850,12858,12895,12935,549.0,549.0,45,77,45.0,77.0,,,32.0,32.0,41.55844155844156
VP_001,tsst,Prep,23,23,23,13239,13239,13788,13789,13399,13393,13416,13469,550.0,550.0,17,76,17.0,76.0,,,59.0,59.0,77.63157894736842
VP_001,tsst,Prep,24,24,24,13788,13789,14338,14339,13949,13945,13961,14015,550.0,550.0,12,70,12.0,70.0,,,58.0,58.0,82.85714285714286
VP_001,tsst,Prep,25,25,25,14338,14339,14892,14892,14499,14507,14525,14567,555.0,555.0,26,60,26.0,60.0,,,34.0,34.0,56.666666666666664
VP_001,tsst,Prep,26,26,26,14892,14892,15451,15451,15054,15049,15089,15125,562.0,562.0,35,76,35.0,76.0,,,41.0,41.0,53.94736842105263
VP_001,tsst,Prep,27,27,27,15451,15451,16007,16007,15616,15596,15632,15690,553.0,553.0,16,94,16.0,94.0,,,78.0,78.0,82.97872340425532
VP_001,tsst,Prep,28,28,28,16007,16007,16560,16560,16169,16164,16212,16256,552.0,552.0,43,92,43.0,92.0,,,49.0,49.0,53.2608695652174
VP_001,tsst,Prep,29,29,29,16560,16560,17115,17115,16721,16715,16762,16790,557.0,557.0,41,75,41.0,75.0,,,34.0,34.0,45.33333333333333
VP_001,tsst,Prep,30,30,30,17115,17115,17682,17682,17278,17288,17297,17345,573.0,573.0,19,57,19.0,57.0,,,38.0,38.0,66.66666666666666
VP_001,tsst,Prep,31,31,31,17682,17682,18266,18267,17851,17848,17856,17912,590.0,590.0,5,64,5.0,64.0,,,59.0,59.0,92.1875
VP_001,tsst,Prep,32,32,32,18266,18267,18847,18847,18441,18440,18454,18508,576.0,576.0,13,68,13.0,68.0,,,55.0,55.0,80.88235294117648
VP_001,tsst,Prep,33,33,33,18847,18847,19418,19418,19017,19012,19012,19097,568.0,568.0,,85,,85.0,negative_pep,,,,
VP_001,tsst,Prep,34,34,34,19418,19418,19988,19988,19585,19579,19627,19658,571.0,571.0,42,79,42.0,79.0,,,37.0,37.0,46.835443037974684
VP_001,tsst,Prep,35,35,35,19988,19988,20566,20566,20156,20151,20198,20225,582.0,582.0,42,74,42.0,74.0,,,32.0,32.0,43.24324324324324
VP_001,tsst,Prep,36,36,36,20566,20566,21156,21156,20738,20737,20739,20801,594.0,594.0,1,64,1.0,64.0,,,63.0,63.0,98.4375
VP_001,tsst,Prep,37,37,37,21156,21156,21757,21757,21332,21338,21332,21400,605.0,605.0,0,62,0.0,62.0,,,62.0,62.0,100.0
VP_001,tsst,Prep,38,38,38,21757,21757,22345,22345,21937,21943,21974,21998,579.0,579.0,37,55,37.0,55.0,,,18.0,18.0,32.72727272727273
VP_001,tsst,Prep,39,39,39,22345,22345,22915,22915,22516,22508,22560,22608,564.0,564.0,44,100,44.0,100.0,,,56.0,56.0,56.00000000000001
VP_001,tsst,Prep,40,40,40,22915,22915,23474,23474,23080,23077,23115,23156,557.0,557.0,35,79,35.0,79.0,,,44.0,44.0,55.69620253164557
VP_001,tsst,Prep,41,41,41,23474,23474,24026,24027,23637,23632,23627,23704,550.0,550.0,,72,,72.0,negative_pep,,,,
VP_001,tsst,Prep,42,42,42,24026,24027,24580,24580,24187,24183,24196,24253,555.0,555.0,9,70,9.0,70.0,,,61.0,61.0,87.14285714285714
VP_001,tsst,Prep,43,43,43,24580,24580,25137,25137,24742,24737,24755,24808,559.0,559.0,13,71,13.0,71.0,,,58.0,58.0,81.69014084507043
VP_001,tsst,Prep,44,44,44,25137,25137,25692,25692,25301,25309,25306,25365,552.0,552.0,5,56,5.0,56.0,,,51.0,51.0,91.07142857142857
VP_001,tsst,Prep,45,45,45,25692,25692,26248,26248,25853,25850,25860,25930,559.0,559.0,7,80,7.0,80.0,,,73.0,73.0,91.25
VP_001,tsst,Prep,46,46,46,26248,26248,26811,26811,26412,26406,26456,26486,565.0,565.0,44,80,44.0,80.0,,,36.0,36.0,45.0
VP_001,tsst,Prep,47,47,47,26811,26811,27392,27392,26977,26973,27021,27045,589.0,589.0,44,72,44.0,72.0,,,28.0,28.0,38.88888888888889
VP_001,tsst,Prep,48,48,48,27392,27392,27993,27993,27566,27562,27570,27616,607.0,607.0,4,54,4.0,54.0,,,50.0,50.0,92.5925925925926
VP_001,tsst,Prep,49,49,49,27993,27993,28592,28592,28173,28168,28213,28237,595.0,595.0,40,69,40.0,69.0,,,29.0,29.0,42.028985507246375
VP_001,tsst,Prep,50,50,50,28592,28592,29180,29180,28768,28764,28799,28850,584.0,584.0,31,86,31.0,86.0,,,55.0,55.0,63.95348837209303
VP_001,tsst,Prep,51,51,51,29180,29180,29764,29766,29352,29348,29397,29422,,,45,74,45.0,74.0,,,29.0,29.0,39.189189189189186
VP_001,tsst,Pause_1,0,0,0,273,273,857,857,445,442,490,516,584.0,584.0,45,74,45.0,74.0,,,29.0,29.0,39.189189189189186
VP_001,tsst,Pause_1,1,1,1,857,857,1461,1461,1029,1025,1075,1097,616.0,616.0,46,72,46.0,72.0,,,26.0,26.0,36.11111111111111
VP_001,tsst,Pause_1,2,2,2,1461,1461,2114,2114,1645,1642,1716,1695,672.0,672.0,71,53,71.0,53.0,,,-18.0,18.0,33.9622641509434
VP_001,tsst,Pause_1,5,5,5,3499,3499,4172,4172,3708,3704,3755,3780,665.0,665.0,47,76,47.0,76.0,,,29.0,29.0,38.15789473684211
VP_001,tsst,Pause_1,6,6,6,4172,4172,4840,4840,4373,4368,4420,4444,669.0,669.0,47,76,47.0,76.0,,,29.0,29.0,38.15789473684211
VP_001,tsst,Pause_1,8,8,8,5521,5521,6228,6228,5730,5727,5767,5765,717.0,717.0,37,38,37.0,38.0,,,1.0,1.0,2.631578947368421
VP_001,tsst,Pause_1,9,9,9,6228,6228,6942,6942,6447,6443,6484,6517,712.0,712.0,37,74,37.0,74.0,,,37.0,37.0,50.0
VP_001,tsst,Pause_1,10,10,10,6942,6942,7639,7639,7159,7155,7200,7237,689.0,689.0,41,82,41.0,82.0,,,41.0,41.0,50.0
VP_001,tsst,Pause_1,11,11,11,7639,7639,8275,8275,7848,7855,7893,7923,607.0,607.0,45,68,45.0,68.0,,,23.0,23.0,33.82352941176471
VP_001,tsst,Pause_1,12,12,12,8275,8275,8865,8865,8455,8448,8504,8555,581.0,581.0,49,107,49.0,107.0,,,58.0,58.0,54.20560747663551
VP_001,tsst,Pause_1,13,13,13,8865,8865,9426,9426,9036,9031,9066,9103,551.0,551.0,30,72,30.0,72.0,,,42.0,42.0,58.333333333333336
VP_001,tsst,Pause_1,14,14,14,9426,9426,9977,9976,9587,9583,9610,9664,,,23,81,23.0,81.0,,,58.0,58.0,71.60493827160494
VP_001,tsst,Talk,0,0,0,230,229,769,769,387,382,396,480,539.0,539.0,9,98,9.0,98.0,,,89.0,89.0,90.81632653061224
VP_001,tsst,Talk,1,1,1,769,769,1316,1316,926,922,934,1019,551.0,551.0,8,97,8.0,97.0,,,89.0,89.0,91.75257731958763
VP_001,tsst,Talk,2,2,2,1316,1316,1900,1900,1477,1473,1497,1549,602.0,602.0,20,76,20.0,76.0,,,56.0,56.0,73.68421052631578
VP_001,tsst,Talk,3,3,3,1900,1900,2548,2548,2079,2074,2109,2158,673.0,673.0,30,84,30.0,84.0,,,54.0,54.0,64.28571428571429
VP_001,tsst,Talk,4,4,4,2548,2548,3248,3248,2752,2746,2826,2819,714.0,714.0,74,73,74.0,73.0,,,-1.0,1.0,1.36986301369863
VP_001,tsst,Talk,5,5,5,3248,3248,3960,3959,3466,3461,3509,3520,710.0,710.0,43,59,43.0,59.0,,,16.0,16.0,27.11864406779661
VP_001,tsst,Talk,6,6,6,3960,3959,4658,4658,4176,4171,4221,4269,692.0,692.0,45,98,45.0,98.0,,,53.0,53.0,54.08163265306123
VP_001,tsst,Talk,7,7,7,4658,4658,5334,5334,4868,4863,4903,4927,668.0,668.0,35,64,35.0,64.0,,,29.0,29.0,45.3125
VP_001,tsst,Talk,8,8,8,5334,5334,5968,5968,5536,5530,5555,5624,616.0,616.0,19,94,19.0,94.0,,,75.0,75.0,79.7872340425532
VP_001,tsst,Talk,9,9,9,5968,5968,6573,6573,6152,6146,6173,6234,599.0,599.0,21,88,21.0,88.0,,,67.0,67.0,76.13636363636364
VP_001,tsst,Talk,10,10,10,6573,6573,7161,7161,6751,6746,6808,6845,582.0,582.0,57,99,57.0,99.0,,,42.0,42.0,42.42424242424242
VP_001,tsst,Talk,11,11,11,7161,7161,7742,7742,7333,7328,7376,7431,580.0,580.0,43,103,43.0,103.0,,,60.0,60.0,58.252427184466015
VP_001,tsst,Talk,12,12,12,7742,7742,8321,8321,7913,7909,7916,7969,579.0,579.0,3,60,3.0,60.0,,,57.0,57.0,95.0
VP_001,tsst,Talk,13,13,13,8321,8321,8915,8915,8492,8485,8573,8553,601.0,601.0,81,68,81.0,68.0,,,-13.0,13.0,19.11764705882353
VP_001,tsst,Talk,14,14,14,8915,8915,9531,9531,9093,9087,9134,9153,624.0,624.0,41,66,41.0,66.0,,,25.0,25.0,37.878787878787875
VP_001,tsst,Talk,15,15,15,9531,9531,10168,10168,9717,9710,9806,9781,644.0,644.0,89,71,89.0,71.0,,,-18.0,18.0,25.352112676056336
VP_001,tsst,Talk,16,16,16,10168,10168,10784,10784,10361,10355,10415,10464,601.0,601.0,54,109,54.0,109.0,,,55.0,55.0,50.45871559633027
VP_001,tsst,Talk,17,17,17,10784,10784,11377,11377,10962,10958,11005,11057,589.0,589.0,43,99,43.0,99.0,,,56.0,56.0,56.56565656565656
VP_001,tsst,Talk,18,18,18,11377,11377,11965,11965,11551,11547,11631,11641,587.0,587.0,80,94,80.0,94.0,,,14.0,14.0,14.893617021276595
VP_001,tsst,Talk,19,19,19,11965,11965,12569,12569,12138,12133,12196,12228,614.0,614.0,58,95,58.0,95.0,,,37.0,37.0,38.94736842105263
VP_001,tsst,Talk,20,20,20,12569,12569,13184,13184,12752,12747,12799,12857,616.0,616.0,47,110,47.0,110.0,,,63.0,63.0,57.27272727272727
VP_001,tsst,Talk,21,21,21,13184,13184,13789,13789,13368,13373,13418,13436,599.0,599.0,50,63,50.0,63.0,,,13.0,13.0,20.634920634920633
VP_001,tsst,Talk,22,22,22,13789,13789,14401,14401,13967,13963,14011,14053,618.0,618.0,44,90,44.0,90.0,,,46.0,46.0,51.11111111111111
VP_001,tsst,Talk,23,23,23,14401,14401,15023,15023,14585,14580,14625,14660,625.0,625.0,40,80,40.0,80.0,,,40.0,40.0,50.0
VP_001,tsst,Talk,24,24,24,15023,15023,15670,15670,15210,15206,15234,15295,659.0,659.0,24,89,24.0,89.0,,,65.0,65.0,73.03370786516854
VP_001,tsst,Talk,25,25,25,15670,15670,16341,16341,15869,15864,15899,15939,677.0,677.0,30,75,30.0,75.0,,,45.0,45.0,60.0
VP_001,tsst,Talk,26,26,26,16341,16341,17002,17002,16546,16543,16634,16603,653.0,653.0,88,60,88.0,60.0,,,-28.0,28.0,46.666666666666664
VP_001,tsst,Talk,27,27,27,17002,17002,17654,17653,17199,17194,17268,17300,650.0,650.0,69,106,69.0,106.0,,,37.0,37.0,34.90566037735849
VP_001,tsst,Talk,28,28,28,17654,17653,18300,18300,17849,17844,17867,17896,645.0,645.0,18,52,18.0,52.0,,,34.0,34.0,65.38461538461539
VP_001,tsst,Talk,29,29,29,18300,18300,18938,18938,18494,18491,18523,18567,634.0,634.0,29,76,29.0,76.0,,,47.0,47.0,61.8421052631579
VP_001,tsst,Talk,30,30,30,18938,18938,19551,19551,19128,19137,19197,19229,601.0,601.0,69,92,69.0,92.0,,,23.0,23.0,25.0
VP_001,tsst,Talk,31,31,31,19551,19551,20124,20124,19729,19723,19730,19788,558.0,558.0,1,65,1.0,65.0,,,64.0,64.0,98.46153846153847
VP_001,tsst,Talk,32,32,32,20124,20124,20669,20669,20287,20282,20315,20381,538.0,538.0,28,99,28.0,99.0,,,71.0,71.0,71.71717171717171
VP_001,tsst,Talk,33,33,33,20669,20669,21200,21200,20825,20823,20855,20921,527.0,527.0,30,98,30.0,98.0,,,68.0,68.0,69.38775510204081
VP_001,tsst,Talk,34,34,34,21200,21200,21728,21728,21352,21358,21420,21465,529.0,529.0,68,107,68.0,107.0,,,39.0,39.0,36.44859813084112
VP_001,tsst,Talk,35,35,35,21728,21728,22272,22272,21881,21885,21904,21961,552.0,552.0,23,76,23.0,76.0,,,53.0,53.0,69.73684210526315
VP_001,tsst,Talk,36,36,36,22272,22272,22871,22871,22433,22437,22503,22563,624.0,624.0,70,126,70.0,126.0,,,56.0,56.0,44.44444444444444
VP_001,tsst,Talk,37,37,37,22871,22871,23542,23542,23057,23052,23097,23121,697.0,697.0,40,69,40.0,69.0,,,29.0,29.0,42.028985507246375
VP_001,tsst,Talk,38,38,38,23542,23542,24245,24245,23754,23748,23817,23827,706.0,706.0,63,79,63.0,79.0,,,16.0,16.0,20.253164556962027
VP_001,tsst,Talk,39,39,39,24245,24245,24944,24944,24460,24456,24516,24563,695.0,695.0,56,107,56.0,107.0,,,51.0,51.0,47.66355140186916
VP_001,tsst,Talk,40,40,40,24944,24944,25643,25643,25155,25149,25211,25250,702.0,702.0,56,101,56.0,101.0,,,45.0,45.0,44.554455445544555
VP_001,tsst,Talk,41,41,41,25643,25643,26341,26341,25857,25853,25885,25928,695.0,695.0,28,75,28.0,75.0,,,47.0,47.0,62.66666666666667
VP_001,tsst,Talk,42,42,42,26341,26341,27040,27040,26552,26547,26612,26657,702.0,702.0,60,110,60.0,110.0,,,50.0,50.0,45.45454545454545
VP_001,tsst,Talk,43,43,43,27040,27040,27705,27705,27254,27249,27279,27325,644.0,644.0,25,76,25.0,76.0,,,51.0,51.0,67.10526315789474
VP_001,tsst,Talk,44,44,44,27705,27705,28346,28346,27898,27894,27937,27979,640.0,640.0,39,85,39.0,85.0,,,46.0,46.0,54.11764705882353
VP_001,tsst,Talk,45,45,45,28346,28346,28980,28980,28538,28534,28582,28605,631.0,631.0,44,71,44.0,71.0,,,27.0,27.0,38.028169014084504
VP_001,tsst,Talk,46,46,46,28980,28980,29620,29620,29169,29166,29226,29264,645.0,645.0,57,98,57.0,98.0,,,41.0,41.0,41.83673469387755
VP_001,tsst,Math,0,0,0,135,131,659,659,286,282,306,365,524.0,524.0,20,83,20.0,83.0,,,63.0,63.0,75.90361445783132
VP_001,tsst,Math,1,1,1,659,659,1177,1177,810,808,851,884,516.0,516.0,41,76,41.0,76.0,,,35.0,35.0,46.05263157894737
VP_001,tsst,Math,2,2,2,1177,1177,1691,1691,1326,1320,1342,1391,513.0,513.0,16,71,16.0,71.0,,,55.0,55.0,77.46478873239437
VP_001,tsst,Math,3,3,3,1691,1691,2204,2204,1839,1837,1869,1905,513.0,513.0,30,68,30.0,68.0,,,38.0,38.0,55.88235294117647
VP_001,tsst,Math,4,4,4,2204,2204,2720,2720,2352,2351,2381,2416,517.0,517.0,29,65,29.0,65.0,,,36.0,36.0,55.38461538461539
VP_001,tsst,Math,5,5,5,2720,2720,3234,3234,2869,2871,2891,2942,513.0,513.0,22,71,22.0,71.0,,,49.0,49.0,69.01408450704226
VP_001,tsst,Math,6,6,6,3234,3234,3746,3746,3382,3379,3408,3451,511.0,511.0,26,72,26.0,72.0,,,46.0,46.0,63.888888888888886
VP_001,tsst,Math,7,7,7,3746,3746,4255,4255,3893,3888,3937,3985,507.0,507.0,44,97,44.0,97.0,,,53.0,53.0,54.63917525773196
VP_001,tsst,Math,8,8,8,4255,4255,4764,4764,4400,4396,4431,4470,511.0,511.0,31,74,31.0,74.0,,,43.0,43.0,58.108108108108105
VP_001,tsst,Math,9,9,9,4764,4764,5280,5280,4911,4909,4941,4990,518.0,518.0,30,81,30.0,81.0,,,51.0,51.0,62.96296296296296
VP_001,tsst,Math,10,10,10,5280,5280,5808,5808,5429,5427,5461,5505,534.0,534.0,32,78,32.0,78.0,,,46.0,46.0,58.97435897435898
VP_001,tsst,Math,11,11,11,5808,5808,6352,6352,5963,5963,5991,6034,550.0,550.0,28,71,28.0,71.0,,,43.0,43.0,60.56338028169014
VP_001,tsst,Math,12,12,12,6352,6352,6917,6917,6513,6509,6584,6581,573.0,573.0,71,72,71.0,72.0,,,1.0,1.0,1.3888888888888888
VP_001,tsst,Math,13,13,13,6917,6917,7500,7500,7086,7084,7122,7149,587.0,587.0,36,65,36.0,65.0,,,29.0,29.0,44.61538461538462
VP_001,tsst,Math,14,14,14,7500,7500,8083,8083,7673,7672,7710,7737,581.0,581.0,37,65,37.0,65.0,,,28.0,28.0,43.07692307692308
VP_001,tsst,Math,15,15,15,8083,8083,8646,8646,8254,8252,8294,8319,554.0,554.0,40,67,40.0,67.0,,,27.0,27.0,40.298507462686565
VP_001,tsst,Math,16,16,16,8646,8646,9196,9196,8808,8802,8847,8891,548.0,548.0,39,89,39.0,89.0,,,50.0,50.0,56.17977528089888
VP_001,tsst,Math,17,17,17,9196,9196,9738,9738,9356,9352,9397,9427,539.0,539.0,41,75,41.0,75.0,,,34.0,34.0,45.33333333333333
VP_001,tsst,Math,18,18,18,9738,9738,10280,10280,9895,9892,9932,9959,543.0,543.0,37,67,37.0,67.0,,,30.0,30.0,44.776119402985074
VP_001,tsst,Math,19,19,19,10280,10280,10833,10833,10438,10435,10463,10494,558.0,558.0,25,59,25.0,59.0,,,34.0,34.0,57.6271186440678
VP_001,tsst,Math,20,20,20,10833,10833,11407,11407,10996,10993,11028,11056,583.0,583.0,32,63,32.0,63.0,,,31.0,31.0,49.2063492063492
VP_001,tsst,Math,21,21,21,11407,11407,11987,11987,11579,11576,11611,11637,578.0,578.0,32,61,32.0,61.0,,,29.0,29.0,47.540983606557376
VP_001,tsst,Math,22,22,22,11987,11987,12563,12563,12157,12153,12180,12205,575.0,575.0,23,52,23.0,52.0,,,29.0,29.0,55.769230769230774
VP_001,tsst,Math,23,23,23,12563,12563,13131,13131,12732,12729,12796,12795,565.0,565.0,64,66,64.0,66.0,,,2.0,2.0,3.0303030303030303
VP_001,tsst,Math,24,24,24,13131,13131,13687,13687,13297,13289,13311,13356,551.0,551.0,14,67,14.0,67.0,,,53.0,53.0,79.1044776119403
VP_001,tsst,Math,25,25,25,13687,13687,14224,14224,13848,13843,13867,13912,530.0,530.0,19,69,19.0,69.0,,,50.0,50.0,72.46376811594203
VP_001,tsst,Math,26,26,26,14224,14224,14740,14740,14378,14376,14396,14448,508.0,508.0,18,72,18.0,72.0,,,54.0,54.0,75.0
VP_001,tsst,Math,27,27,27,14740,14740,15242,15242,14886,14885,14901,14952,498.0,498.0,15,67,15.0,67.0,,,52.0,52.0,77.61194029850746
VP_001,tsst,Math,28,28,28,15242,15242,15740,15740,15384,15383,15396,15455,498.0,498.0,12,72,12.0,72.0,,,60.0,60.0,83.33333333333334
VP_001,tsst,Math,29,29,29,15740,15740,16236,16236,15882,15880,15899,15950,496.0,496.0,17,70,17.0,70.0,,,53.0,53.0,75.71428571428571
VP_001,tsst,Math,30,30,30,16236,16236,16734,16734,16378,16375,16401,16441,499.0,499.0,23,66,23.0,66.0,,,43.0,43.0,65.15151515151516
VP_001,tsst,Math,31,31,31,16734,16734,17240,17240,16877,16876,16899,16956,510.0,510.0,22,80,22.0,80.0,,,58.0,58.0,72.5
VP_001,tsst,Math,32,32,32,17240,17240,17759,17759,17387,17384,17413,17462,523.0,523.0,26,78,26.0,78.0,,,52.0,52.0,66.66666666666666
VP_001,tsst,Math,33,33,33,17759,17759,18300,18300,17910,17910,17942,17976,550.0,550.0,32,66,32.0,66.0,,,34.0,34.0,51.515151515151516
VP_001,tsst,Math,34,34,34,18300,18300,18865,18865,18460,18457,18539,18522,574.0,574.0,79,65,79.0,65.0,,,-14.0,14.0,21.53846153846154
VP_001,tsst,Math,35,35,35,18865,18865,19444,19444,19034,19028,19051,19093,582.0,582.0,17,65,17.0,65.0,,,48.0,48.0,73.84615384615385
VP_001,tsst,Math,36,36,36,19444,19444,20009,20009,19616,19621,19644,19677,555.0,555.0,28,56,28.0,56.0,,,28.0,28.0,50.0
VP_001,tsst,Math,37,37,37,20009,20009,20559,20559,20171,20168,20202,20237,547.0,547.0,31,69,31.0,69.0,,,38.0,38.0,55.072463768115945
VP_001,tsst,Math,38,38,38,20559,20559,21103,21103,20718,20713,20759,20803,543.0,543.0,41,90,41.0,90.0,,,49.0,49.0,54.44444444444444
VP_001,tsst,Math,39,39,39,21103,21103,21648,21648,21261,21257,21300,21328,546.0,546.0,39,71,39.0,71.0,,,32.0,32.0,45.07042253521127
VP_001,tsst,Math,40,40,40,21648,21648,22196,22196,21807,21803,21864,21876,550.0,550.0,57,73,57.0,73.0,,,16.0,16.0,21.91780821917808
VP_001,tsst,Math,41,41,41,22196,22196,22756,22756,22357,22358,22384,22408,565.0,565.0,27,50,27.0,50.0,,,23.0,23.0,46.0
VP_001,tsst,Math,42,42,42,22756,22756,23326,23326,22922,22920,22996,22980,572.0,572.0,74,60,74.0,60.0,,,-14.0,14.0,23.333333333333332
VP_001,tsst,Math,43,43,43,23326,23326,23895,23895,23494,23491,23511,23550,568.0,568.0,17,59,17.0,59.0,,,42.0,42.0,71.1864406779661
VP_001,tsst,Math,44,44,44,23895,23895,24450,24450,24062,24062,24075,24126,547.0,547.0,13,64,13.0,64.0,,,51.0,51.0,79.6875
VP_001,tsst,Math,45,45,45,24450,24450,24984,24984,24609,24605,24645,24673,528.0,528.0,36,68,36.0,68.0,,,32.0,32.0,47.05882352941176
VP_001,tsst,Math,46,46,46,24984,24984,25508,25508,25137,25132,25167,25202,521.0,521.0,30,70,30.0,70.0,,,40.0,40.0,57.14285714285714
VP_001,tsst,Math,47,47,47,25508,25508,26027,26027,25658,25653,25681,25720,518.0,518.0,23,67,23.0,67.0,,,44.0,44.0,65.67164179104478
VP_001,tsst,Math,48,48,48,26027,26027,26546,26546,26176,26172,26196,26241,520.0,520.0,20,69,20.0,69.0,,,49.0,49.0,71.01449275362319
VP_001,tsst,Math,49,49,49,26546,26546,27069,27069,26696,26693,26718,26762,525.0,525.0,22,69,22.0,69.0,,,47.0,47.0,68.11594202898551
VP_001,tsst,Math,50,50,50,27069,27069,27596,27596,27221,27220,27240,27285,527.0,527.0,19,65,19.0,65.0,,,46.0,46.0,70.76923076923077
VP_001,tsst,Math,51,51,51,27596,27596,28127,28127,27748,27745,27771,27813,534.0,534.0,23,68,23.0,68.0,,,45.0,45.0,66.17647058823529
VP_001,tsst,Math,52,52,52,28127,28127,28655,28655,28282,28279,28303,28347,524.0,524.0,21,68,21.0,68.0,,,47.0,47.0,69.11764705882352
VP_001,tsst,Math,53,53,53,28655,28655,29181,29181,28806,28803,28845,28882,528.0,528.0,39,79,39.0,79.0,,,40.0,40.0,50.63291139240506
VP_001,tsst,Math,54,54,54,29181,29181,29710,29710,29334,29334,29344,29398,529.0,529.0,10,64,10.0,64.0,,,54.0,54.0,84.375
VP_001,tsst,Pause_5,0,0,0,615,609,1211,1211,792,788,835,881,596.0,596.0,43,93,43.0,93.0,,,50.0,50.0,53.76344086021505
VP_001,tsst,Pause_5,1,1,1,1211,1211,1802,1802,1388,1386,1431,1478,588.0,588.0,43,92,43.0,92.0,,,49.0,49.0,53.2608695652174
VP_001,tsst,Pause_5,2,2,2,1802,1802,2409,2409,1976,1976,2018,2036,617.0,617.0,42,60,42.0,60.0,,,18.0,18.0,30.0
