,mean,mean,mean,mean,std,std,std,std
MinMax_KBest_RFR_Without-RR-Interval,7.758990017129027,2.273455432561257,-0.03937284591567733,-0.18016705943779762,11.63359169072517,3.6186062267955212,13.9837985617751,4.269771013616448
MinMax_KBest_RFR_Without-RR-Interval-Median-Imputed,8.296405699299296,2.537987393537418,-0.14145623109020392,-0.29768745497886345,12.892761779844017,4.35523067313406,15.331006717744375,5.032033554942011
MinMax_KBest_SVR_RR-Interval,8.632369458787064,2.5156594159855263,-0.7068282189366231,-0.32778912627241463,12.550486163518544,3.75687989670739,15.216441197781855,4.509528456469698
MinMax_KBest_SVR_RR-Interval-Median-Imputed,9.422380570782341,2.829006299212728,-0.44769970358512323,-0.2889319649792384,14.613269563888604,4.520637344729074,17.38207184672112,5.325097941614196
MinMax_KBest_SVR_Without-RR-Interval,8.704453864200596,2.5332245992035634,-0.6949260920690393,-0.3228819084286633,12.556795896595565,3.764774134290052,15.26318969540537,4.526268405181168
MinMax_KBest_SVR_Without-RR-Interval-Median-Imputed,9.427711318171136,2.8256135978042187,-0.4909498394139335,-0.30251993709387004,14.686265392948293,4.4753881242872415,17.445199561301045,5.284162664606741
MinMax_None_DTR_RR-Interval-Include-Nan,10.634168952177967,3.1316033559833505,0.6722074345207989,-0.0554845017078901,15.202412939815925,4.583364883899144,18.54067817255812,5.550850307899905
MinMax_None_DTR_Without-RR-Interval-Include-Nan,11.484468632255828,3.45554082655165,0.06499808626505911,-0.30836419051866526,18.556331444487082,6.358207708429448,21.82286854706261,7.230041458575563
MinMax_None_RFR_RR-Interval-Include-Nan,8.85765724800298,2.6120860549291107,0.4952990797966065,-0.08556695170948748,13.744635444614847,4.18242954522935,16.344250087500964,4.930413350600235
MinMax_None_RFR_Without-RR-Interval-Include-Nan,9.473576701036079,2.820312583293948,0.20343509426821993,-0.24473555826053967,16.122610380427748,5.1416067557879455,18.699025693234866,5.859271930821616
MinMax_SFM_DTR_RR-Interval,8.148180494905386,2.3981982227148086,-0.31431344007763223,-0.23692369690277404,13.725575527537595,4.228605365225625,15.959069829356693,4.855602736180939
MinMax_SFM_DTR_RR-Interval-Median-Imputed,8.626458969294308,2.6245027250844037,-0.0952145807146705,-0.2029075365820847,14.55006754362626,4.504682194486165,16.91501921652386,5.209569995913928
MinMax_SFM_DTR_Without-RR-Interval,8.276906800038473,2.4317797496115485,-0.26084447436760605,-0.21791452470928613,13.886620699368269,4.236219086389903,16.164280497566025,4.87977278367222
MinMax_SFM_DTR_Without-RR-Interval-Median-Imputed,9.311193166651837,2.838276342028603,-0.25940920010677104,-0.31705090278321985,16.216599421748352,5.2920986068686,18.698043497042374,5.996858083669747
MinMax_SFM_KNR_RR-Interval,8.746795907067803,2.5393124857967777,0.06074503501367325,-0.17698145097779797,11.72271664646389,3.6301857839576255,14.626423309268116,4.426698209683825
MinMax_SFM_KNR_RR-Interval-Median-Imputed,9.455627614166575,2.8157916632473343,0.03927252569704599,-0.23149286225801835,13.042153824089565,4.086479289408576,16.109412018264432,4.957329305096724
MinMax_SFM_KNR_Without-RR-Interval,8.610402380304144,2.5025970284693124,-0.06439361639188211,-0.2042004177349548,11.877042632975092,3.6938279078066842,14.669906455572583,4.457157964478179
MinMax_SFM_KNR_Without-RR-Interval-Median-Imputed,9.558204556522867,2.8740209534475327,0.27255987049875446,-0.18293583783192804,13.981980187647965,4.5424165472833735,16.934842140228216,5.372225892230221
MinMax_SFM_RFR_RR-Interval,7.9423010915501395,2.3223353823381596,0.15605379992551213,-0.12222126430806986,11.638033332069543,3.6137877900925055,14.089206266640387,4.293982736938462
MinMax_SFM_RFR_RR-Interval-Median-Imputed,8.462460238041722,2.5660361130443023,-0.06121738425664397,-0.2345800805208797,12.400252934904412,3.937754502190326,15.012734209131244,4.694252904238455
MinMax_SFM_RFR_Without-RR-Interval,8.085413941028364,2.3618650646893666,0.08255322152160227,-0.1437915884309472,11.933033681679852,3.7101018621416264,14.414252812000704,4.39580720609416
MinMax_SFM_RFR_Without-RR-Interval-Median-Imputed,8.982664677547637,2.7280507841974324,-0.18920102301444097,-0.3248018158865946,13.825030464701337,4.532038871562024,16.486088432236592,5.279847919037022
MinMax_SFM_SVR_RR-Interval,8.68927565033346,2.5336397358457416,-0.5934621166498494,-0.2734331512088425,12.709619924869791,3.819651969350029,15.384831688709356,4.575469541791566
MinMax_SFM_SVR_RR-Interval-Median-Imputed,9.617916842575392,2.8836670688177795,-0.1757241150556921,-0.1814364007153866,14.936356256894221,4.544661584704281,17.76447260468013,5.3793409650655954
MinMax_SFM_SVR_Without-RR-Interval,8.850185645764212,2.5817392983492002,-0.5567996723246414,-0.2546809097358411,13.026737458399444,3.950239591748413,15.739096330512718,4.712275796280953
MinMax_SFM_SVR_Without-RR-Interval-Median-Imputed,9.854351006090809,2.934882589031828,-0.20200812471241222,-0.19101051597286034,15.819119557913604,4.685998520728014,18.636539579152064,5.525974678649006
SS_KBest_DTR_RR-Interval,8.199951479864144,2.423872430529446,-0.07826297913634159,-0.20765217055787538,14.219093615654662,4.36660098165073,16.414086248659366,4.989970768049279
SS_KBest_DTR_RR-Interval-Median-Imputed,8.824699227868559,2.6754255705679855,0.2352756329682169,-0.08704345108858555,15.49009588148969,4.727851025836783,17.826105008449638,5.431716374878915
SS_KBest_DTR_Without-RR-Interval,8.158747715687218,2.3999002251417814,-0.2900355871886121,-0.24248058006888817,13.891735084733476,4.224331064266381,16.108002426695183,4.8524473780682085
SS_KBest_DTR_Without-RR-Interval-Median-Imputed,8.747263991458315,2.66172583391787,0.1993504760209983,-0.1398562233794927,16.019609894492294,5.080181387514851,18.25129017143973,5.73359366125229
SS_KBest_KNR_RR-Interval,8.640064160872965,2.5228360610935607,0.12878194674560908,-0.15966624110104216,12.582414506907202,3.9124687870509733,15.262978803509172,4.65265899357232
SS_KBest_KNR_RR-Interval-Median-Imputed,9.31953052257294,2.8225223713828873,0.16346362150019755,-0.23514568372182632,14.910943805962328,4.965381082619731,17.58325823755346,5.7067555322954275
SS_KBest_KNR_Without-RR-Interval,8.616354482032278,2.517708102850353,-0.03485784097733957,-0.2056237278954598,12.49392672583222,3.88679563580134,15.17714386052921,4.6264845142752895
SS_KBest_KNR_Without-RR-Interval-Median-Imputed,9.39446087566482,2.8374918140856478,0.39393147984077775,-0.1565022020319763,14.352224752876774,4.531005677144451,17.14919555044345,5.343930535030567
SS_KBest_RFR_RR-Interval,7.810716211486764,2.277877523217933,0.052246456357952185,-0.15934804793733434,11.457413061298713,3.5584714802679405,13.866607103931775,4.222150469400863
SS_KBest_RFR_RR-Interval-Median-Imputed,8.344008695806258,2.526499466994326,-0.05206458520798154,-0.23648086811165467,12.515252957029974,3.966903421144965,15.041860861845253,4.697251030076836
SS_KBest_RFR_Without-RR-Interval,7.740367593052458,2.2689446922351166,-0.012003629627680852,-0.16646736806694334,11.511732198269875,3.572534632310264,13.872234415881662,4.228935429432094
SS_KBest_RFR_Without-RR-Interval-Median-Imputed,8.337962968927085,2.5497448751060685,-0.11356843576673195,-0.291882042205731,13.068669981692215,4.36331187001514,15.501775670004236,5.045301298932832
SS_KBest_SVR_RR-Interval,7.815622159286511,2.313523186804908,-0.5146085218282872,-0.351374771317126,13.484665781665106,4.274480770875242,15.577587795505035,4.847743664028146
SS_KBest_SVR_RR-Interval-Median-Imputed,8.338117364303923,2.5434442853633037,-0.25301812730090684,-0.318951299820785,14.861453300357491,4.910292711757354,17.039049682755202,5.520772151447013
SS_KBest_SVR_Without-RR-Interval,7.7979422242973735,2.3106030755358096,-0.4174273984402421,-0.3118010726313909,13.521944295167135,4.314247141343111,15.603924737856879,4.884147751727197
SS_KBest_SVR_Without-RR-Interval-Median-Imputed,8.488167785141979,2.5824594203243696,-0.018412431087756927,-0.25446752013305823,15.584988194072523,5.115193404761472,17.746743969072135,5.724520432883312
SS_None_DTR_RR-Interval-Include-Nan,11.15985539003713,3.351236652840305,0.25677981228802826,-0.2516807130892144,16.393978707528124,5.7866840425117045,19.830524345111225,6.682373680911115
SS_None_DTR_Without-RR-Interval-Include-Nan,11.471251099993447,3.4439039293216385,-0.10828726316710838,-0.35324334947929215,18.385467456619804,6.234277225880518,21.670593494792005,7.113572714598759
SS_None_RFR_RR-Interval-Include-Nan,8.875531325779683,2.617916010179643,0.49094859651992956,-0.09022350305369735,13.695934301653963,4.169896662121512,16.313166661595776,4.922801208275591
SS_None_RFR_Without-RR-Interval-Include-Nan,9.50995397607965,2.831667167318496,0.1352895456499004,-0.2780118476817108,16.258626754129605,5.215484477454077,18.83538301944361,5.928154069950952
SS_SFM_DTR_RR-Interval,8.197816593886463,2.404101594605591,-0.15181950509461425,-0.22872255111051526,13.969717209742052,4.282142513376697,16.19693386337554,4.905577521366198
SS_SFM_DTR_RR-Interval-Median-Imputed,8.848895672472617,2.708867918076386,-0.13548213323756508,-0.26433931966688634,15.008148370193119,4.775475696872532,17.422288769028544,5.483968532059345
SS_SFM_DTR_Without-RR-Interval,8.409781667788785,2.4598518348359972,-0.2187650283735693,-0.19969742419033099,13.991991110526456,4.188661640568395,16.32357752571626,4.853499410700621
SS_SFM_DTR_Without-RR-Interval-Median-Imputed,9.538704511077498,2.907063833973255,-0.3426906308390426,-0.33819686975458085,16.561313659272674,5.539228725654924,19.109019935913352,6.246634270822957
SS_SFM_KNR_RR-Interval,8.700178956201407,2.528030954995042,0.07471190886780206,-0.17499521140142119,11.70400420754767,3.6268769297397934,14.583504103690988,4.4175978444949076
SS_SFM_KNR_RR-Interval-Median-Imputed,9.3524973226702,2.7926377309079315,0.028178189667651034,-0.23640419487348388,13.26062898482607,4.170902498176821,16.227154620912312,5.013986582210248
SS_SFM_KNR_Without-RR-Interval,8.640522071047233,2.516243758787105,-0.07778040069317098,-0.20984745760500031,11.901855365667638,3.7133261368866104,14.707614147392729,4.480718970416793
SS_SFM_KNR_Without-RR-Interval-Median-Imputed,9.615354639806254,2.8917093697542215,0.25354345764469227,-0.18783620992082184,14.094295392936816,4.6151254112575915,17.060133190251072,5.44305283278675
SS_SFM_RFR_RR-Interval,7.924909755220378,2.3171267603012007,0.13072990520281427,-0.1284980831624154,11.633313337445001,3.6170433649860856,14.075765591839888,4.293726450864788
SS_SFM_RFR_RR-Interval-Median-Imputed,8.3669432887275,2.5279080422310742,-0.03406584665829582,-0.23396615438874094,12.307847439150343,3.9151133402909766,14.882673612849073,4.654488183734137
SS_SFM_RFR_Without-RR-Interval,8.091090432880284,2.3620244640128356,0.07442907197036672,-0.15154362786163655,11.914426223948533,3.7041009977401904,14.402085044341826,4.390568613961247
SS_SFM_RFR_Without-RR-Interval-Median-Imputed,8.997907534911157,2.734826922233214,-0.0982054371530296,-0.29387218749800637,13.757459509654733,4.567926182496286,16.43860065022562,5.315968857192879
SS_SFM_SVR_RR-Interval,7.628354101408938,2.2472123847796386,-0.5920047887502082,-0.3733066419013434,12.576039024297526,3.957465603948978,14.697063912531956,4.535704601559963
SS_SFM_SVR_RR-Interval-Median-Imputed,8.632667974239963,2.609138480677629,-0.1853746204674179,-0.335409255347242,14.511467464781525,4.902371409744636,16.88425209994078,5.543369989504932
SS_SFM_SVR_Without-RR-Interval,7.758761138171887,2.2858708165374932,-0.648809037766692,-0.3883130772026047,12.868245978776045,4.043761971463641,15.012492326143686,4.6289218332569755
SS_SFM_SVR_Without-RR-Interval-Median-Imputed,8.85587307491526,2.6812506974051318,-0.33238251578934075,-0.35823321661620955,14.676853469189965,4.872667432359964,17.13864073941743,5.550161300880338
arbol2017-isoelectric-crossings,30.78804347826087,9.049628516727005,0.04107270135424091,-0.6600459808875576,26.471224376459105,8.14399541595301,40.604336158797274,12.156974757235709
arbol2017-second-derivative,44.625144585817246,13.537015415336517,40.63244060859507,12.365741646250244,28.70156804735483,10.114032844449975,34.12064768870533,11.516752145074967
arbol2017-third-derivative,44.784551036753584,13.297414448832527,11.243748331405179,2.9045410218237446,55.2234218961668,18.71429340735894,70.20703463410669,22.773331693166615
debski1993-second-derivative,20.467776236708275,5.962336710030103,-3.0332871012482663,-0.5317963807019611,21.369165962475012,6.46877584673337,29.43481231683958,8.781513184625352
drost2022,17.92686182044666,5.3437266853944765,-11.288370851499243,-3.1955101070943894,23.016958472578136,7.6757578822809425,26.902466309727636,8.789938648337792
forounzafar2018,24.39665914221219,7.48086521069523,18.824830699774267,6.101111823933544,35.28070371431431,11.310438871787955,38.543125556740215,12.110635760233604
lozano2007-linear-regression,19.62114067087819,6.336696189278677,-10.772132752024202,-4.13751007514192,17.46104100858401,6.474221058404541,23.95542115107093,8.059300031903316
lozano2007-quadratic-regression,25.766260343446927,7.722659958363802,4.957291573983451,-0.2818334776978732,25.877538488299155,8.163458289439648,36.180510225254864,11.234206596211658
sherwood1990,29.191813509544787,8.409976301510799,-2.4908223201174744,-1.5936854251782608,20.050855741066613,5.665628624710427,35.32806593231298,10.014662975324825
stern1985,30.930806954971022,9.673563801513076,28.58591172536781,9.003108370285789,41.691169153159116,13.764897584085226,43.332741665768324,14.212508519753733
