,,,,heartbeat_id,heartbeat_id,heartbeat_start_sample,heartbeat_start_sample,heartbeat_end_sample,heartbeat_end_sample,q_wave_onset_sample,q_wave_onset_sample,b_point_sample,b_point_sample,rr_interval_ms,rr_interval_ms,pep_sample,pep_sample,pep_ms,pep_ms,nan_reason,nan_reason,error_per_sample_ms,absolute_error_per_sample_ms,absolute_relative_error_per_sample_percent
VP_001,tsst,Prep,18,18,18,10417,10417,10988,10988,10590,10590,10679,10651,574.0,574.0,89,61,89.0,61.0,,,-28.0,28.0,45.90163934426229
VP_001,tsst,Prep,19,19,19,10988,10988,11567,11567,11160,11160,11252,11228,582.0,582.0,92,68,92.0,68.0,,,-24.0,24.0,35.294117647058826
VP_001,tsst,Prep,20,20,20,11567,11567,12135,12135,11742,11742,11835,11808,560.0,560.0,93,66,93.0,66.0,,,-27.0,27.0,40.909090909090914
VP_001,tsst,Prep,21,21,21,12135,12135,12689,12689,12296,12296,12397,12387,551.0,551.0,101,91,101.0,91.0,,,-10.0,10.0,10.989010989010989
VP_001,tsst,Prep,22,22,22,12689,12689,13239,13239,12858,12858,12949,12935,549.0,549.0,91,77,91.0,77.0,,,-14.0,14.0,18.181818181818183
VP_001,tsst,Prep,23,23,23,13239,13239,13788,13789,13393,13393,13494,13469,550.0,550.0,101,76,101.0,76.0,,,-25.0,25.0,32.89473684210527
VP_001,tsst,Prep,24,24,24,13788,13789,14338,14339,13945,13945,14044,14015,550.0,550.0,99,70,99.0,70.0,,,-29.0,29.0,41.42857142857143
VP_001,tsst,Prep,25,25,25,14338,14339,14892,14892,14507,14507,14594,14567,555.0,555.0,87,60,87.0,60.0,,,-27.0,27.0,45.0
VP_001,tsst,Prep,26,26,26,14892,14892,15451,15451,15049,15049,15149,15125,562.0,562.0,100,76,100.0,76.0,,,-24.0,24.0,31.57894736842105
VP_001,tsst,Prep,27,27,27,15451,15451,16007,16007,15596,15596,15714,15690,553.0,553.0,118,94,118.0,94.0,,,-24.0,24.0,25.53191489361702
VP_001,tsst,Prep,28,28,28,16007,16007,16560,16560,16164,16164,16267,16256,552.0,552.0,103,92,103.0,92.0,,,-11.0,11.0,11.956521739130435
VP_001,tsst,Prep,29,29,29,16560,16560,17115,17115,16715,16715,16820,16790,557.0,557.0,105,75,105.0,75.0,,,-30.0,30.0,40.0
VP_001,tsst,Prep,30,30,30,17115,17115,17682,17682,17288,17288,17375,17345,573.0,573.0,87,57,87.0,57.0,,,-30.0,30.0,52.63157894736842
VP_001,tsst,Prep,31,31,31,17682,17682,18266,18267,17848,17848,17946,17912,590.0,590.0,98,64,98.0,64.0,,,-34.0,34.0,53.125
VP_001,tsst,Prep,32,32,32,18266,18267,18847,18847,18440,18440,18536,18508,576.0,576.0,96,68,96.0,68.0,,,-28.0,28.0,41.17647058823529
VP_001,tsst,Prep,33,33,33,18847,18847,19418,19418,19012,19012,19115,19097,568.0,568.0,103,85,103.0,85.0,,,-18.0,18.0,21.176470588235293
VP_001,tsst,Prep,34,34,34,19418,19418,19988,19988,19579,19579,19684,19658,571.0,571.0,105,79,105.0,79.0,,,-26.0,26.0,32.91139240506329
VP_001,tsst,Prep,35,35,35,19988,19988,20566,20566,20151,20151,20253,20225,582.0,582.0,102,74,102.0,74.0,,,-28.0,28.0,37.83783783783784
VP_001,tsst,Prep,36,36,36,20566,20566,21156,21156,20737,20737,20833,20801,594.0,594.0,96,64,96.0,64.0,,,-32.0,32.0,50.0
VP_001,tsst,Prep,37,37,37,21156,21156,21757,21757,21338,21338,21426,21400,605.0,605.0,88,62,88.0,62.0,,,-26.0,26.0,41.935483870967744
VP_001,tsst,Prep,38,38,38,21757,21757,22345,22345,21943,21943,22031,21998,579.0,579.0,88,55,88.0,55.0,,,-33.0,33.0,60.0
VP_001,tsst,Prep,39,39,39,22345,22345,22915,22915,22508,22508,22614,22608,564.0,564.0,106,100,106.0,100.0,,,-6.0,6.0,6.0
VP_001,tsst,Prep,40,40,40,22915,22915,23474,23474,23077,23077,23178,23156,557.0,557.0,101,79,101.0,79.0,,,-22.0,22.0,27.848101265822784
VP_001,tsst,Prep,41,41,41,23474,23474,24026,24027,23632,23632,23732,23704,550.0,550.0,100,72,100.0,72.0,,,-28.0,28.0,38.88888888888889
VP_001,tsst,Prep,42,42,42,24026,24027,24580,24580,24183,24183,24283,24253,555.0,555.0,100,70,100.0,70.0,,,-30.0,30.0,42.857142857142854
VP_001,tsst,Prep,43,43,43,24580,24580,25137,25137,24737,24737,24837,24808,559.0,559.0,100,71,100.0,71.0,,,-29.0,29.0,40.845070422535215
VP_001,tsst,Prep,44,44,44,25137,25137,25692,25692,25309,25309,25397,25365,552.0,552.0,88,56,88.0,56.0,,,-32.0,32.0,57.14285714285714
VP_001,tsst,Prep,45,45,45,25692,25692,26248,26248,25850,25850,25951,25930,559.0,559.0,101,80,101.0,80.0,,,-21.0,21.0,26.25
VP_001,tsst,Prep,46,46,46,26248,26248,26811,26811,26406,26406,26511,26486,565.0,565.0,105,80,105.0,80.0,,,-25.0,25.0,31.25
VP_001,tsst,Prep,47,47,47,26811,26811,27392,27392,26973,26973,27075,27045,589.0,589.0,102,72,102.0,72.0,,,-30.0,30.0,41.66666666666667
VP_001,tsst,Prep,48,48,48,27392,27392,27993,27993,27562,27562,27661,27616,607.0,607.0,99,54,99.0,54.0,,,-45.0,45.0,83.33333333333334
VP_001,tsst,Prep,49,49,49,27993,27993,28592,28592,28168,28168,28269,28237,595.0,595.0,101,69,101.0,69.0,,,-32.0,32.0,46.3768115942029
VP_001,tsst,Prep,50,50,50,28592,28592,29180,29180,28764,28764,28867,28850,584.0,584.0,103,86,103.0,86.0,,,-17.0,17.0,19.767441860465116
VP_001,tsst,Prep,51,51,51,29180,29180,29764,29766,29348,29348,29451,29422,,,103,74,103.0,74.0,,,-29.0,29.0,39.189189189189186
VP_001,tsst,Pause_1,0,0,0,273,273,857,857,442,442,544,516,584.0,584.0,102,74,102.0,74.0,,,-28.0,28.0,37.83783783783784
VP_001,tsst,Pause_1,1,1,1,857,857,1461,1461,1025,1025,1128,1097,616.0,616.0,103,72,103.0,72.0,,,-31.0,31.0,43.05555555555556
VP_001,tsst,Pause_1,2,2,2,1461,1461,2114,2114,1642,1642,1758,1695,672.0,672.0,116,53,116.0,53.0,,,-63.0,63.0,118.86792452830188
VP_001,tsst,Pause_1,5,5,5,3499,3499,4172,4172,3704,3704,3808,3780,665.0,665.0,104,76,104.0,76.0,,,-28.0,28.0,36.84210526315789
VP_001,tsst,Pause_1,6,6,6,4172,4172,4840,4840,4368,4368,4473,4444,669.0,669.0,105,76,105.0,76.0,,,-29.0,29.0,38.15789473684211
VP_001,tsst,Pause_1,8,8,8,5521,5521,6228,6228,5727,5727,5824,5765,717.0,717.0,97,38,97.0,38.0,,,-59.0,59.0,155.26315789473685
VP_001,tsst,Pause_1,9,9,9,6228,6228,6942,6942,6443,6443,6541,6517,712.0,712.0,98,74,98.0,74.0,,,-24.0,24.0,32.432432432432435
VP_001,tsst,Pause_1,10,10,10,6942,6942,7639,7639,7155,7155,7255,7237,689.0,689.0,100,82,100.0,82.0,,,-18.0,18.0,21.951219512195124
VP_001,tsst,Pause_1,11,11,11,7639,7639,8275,8275,7855,7855,7947,7923,607.0,607.0,92,68,92.0,68.0,,,-24.0,24.0,35.294117647058826
VP_001,tsst,Pause_1,12,12,12,8275,8275,8865,8865,8448,8448,8556,8555,581.0,581.0,108,107,108.0,107.0,,,-1.0,1.0,0.9345794392523363
VP_001,tsst,Pause_1,13,13,13,8865,8865,9426,9426,9031,9031,9130,9103,551.0,551.0,99,72,99.0,72.0,,,-27.0,27.0,37.5
VP_001,tsst,Pause_1,14,14,14,9426,9426,9977,9976,9583,9583,9683,9664,,,100,81,100.0,81.0,,,-19.0,19.0,23.456790123456788
VP_001,tsst,Talk,0,0,0,230,229,769,769,382,382,490,480,539.0,539.0,108,98,108.0,98.0,,,-10.0,10.0,10.204081632653061
VP_001,tsst,Talk,1,1,1,769,769,1316,1316,922,922,1027,1019,551.0,551.0,105,97,105.0,97.0,,,-8.0,8.0,8.24742268041237
VP_001,tsst,Talk,2,2,2,1316,1316,1900,1900,1473,1473,1569,1549,602.0,602.0,96,76,96.0,76.0,,,-20.0,20.0,26.31578947368421
VP_001,tsst,Talk,3,3,3,1900,1900,2548,2548,2074,2074,2178,2158,673.0,673.0,104,84,104.0,84.0,,,-20.0,20.0,23.809523809523807
VP_001,tsst,Talk,4,4,4,2548,2548,3248,3248,2746,2746,2879,2819,714.0,714.0,133,73,133.0,73.0,,,-60.0,60.0,82.1917808219178
VP_001,tsst,Talk,5,5,5,3248,3248,3960,3959,3461,3461,3564,3520,710.0,710.0,103,59,103.0,59.0,,,-44.0,44.0,74.57627118644068
VP_001,tsst,Talk,6,6,6,3960,3959,4658,4658,4171,4171,4295,4269,692.0,692.0,124,98,124.0,98.0,,,-26.0,26.0,26.53061224489796
VP_001,tsst,Talk,7,7,7,4658,4658,5334,5334,4863,4863,4973,4927,668.0,668.0,110,64,110.0,64.0,,,-46.0,46.0,71.875
VP_001,tsst,Talk,8,8,8,5334,5334,5968,5968,5530,5530,5635,5624,616.0,616.0,105,94,105.0,94.0,,,-11.0,11.0,11.702127659574469
VP_001,tsst,Talk,9,9,9,5968,5968,6573,6573,6146,6146,6251,6234,599.0,599.0,105,88,105.0,88.0,,,-17.0,17.0,19.318181818181817
VP_001,tsst,Talk,10,10,10,6573,6573,7161,7161,6746,6746,6859,6845,582.0,582.0,113,99,113.0,99.0,,,-14.0,14.0,14.14141414141414
VP_001,tsst,Talk,11,11,11,7161,7161,7742,7742,7328,7328,7431,7431,580.0,580.0,103,103,103.0,103.0,,,0.0,0.0,0.0
VP_001,tsst,Talk,12,12,12,7742,7742,8321,8321,7909,7909,8005,7969,579.0,579.0,96,60,96.0,60.0,,,-36.0,36.0,60.0
VP_001,tsst,Talk,13,13,13,8321,8321,8915,8915,8485,8485,8625,8553,601.0,601.0,140,68,140.0,68.0,,,-72.0,72.0,105.88235294117648
VP_001,tsst,Talk,14,14,14,8915,8915,9531,9531,9087,9087,9193,9153,624.0,624.0,106,66,106.0,66.0,,,-40.0,40.0,60.60606060606061
VP_001,tsst,Talk,15,15,15,9531,9531,10168,10168,9710,9710,9857,9781,644.0,644.0,147,71,147.0,71.0,,,-76.0,76.0,107.04225352112675
VP_001,tsst,Talk,16,16,16,10168,10168,10784,10784,10355,10355,10465,10464,601.0,601.0,110,109,110.0,109.0,,,-1.0,1.0,0.9174311926605505
VP_001,tsst,Talk,17,17,17,10784,10784,11377,11377,10958,10958,11066,11057,589.0,589.0,108,99,108.0,99.0,,,-9.0,9.0,9.090909090909092
VP_001,tsst,Talk,18,18,18,11377,11377,11965,11965,11547,11547,11678,11641,587.0,587.0,131,94,131.0,94.0,,,-37.0,37.0,39.361702127659576
VP_001,tsst,Talk,19,19,19,11965,11965,12569,12569,12133,12133,12244,12228,614.0,614.0,111,95,111.0,95.0,,,-16.0,16.0,16.842105263157894
VP_001,tsst,Talk,20,20,20,12569,12569,13184,13184,12747,12747,12852,12857,616.0,616.0,105,110,105.0,110.0,,,5.0,5.0,4.545454545454546
VP_001,tsst,Talk,21,21,21,13184,13184,13789,13789,13373,13373,13469,13436,599.0,599.0,96,63,96.0,63.0,,,-33.0,33.0,52.38095238095239
VP_001,tsst,Talk,22,22,22,13789,13789,14401,14401,13963,13963,14065,14053,618.0,618.0,102,90,102.0,90.0,,,-12.0,12.0,13.333333333333334
VP_001,tsst,Talk,23,23,23,14401,14401,15023,15023,14580,14580,14682,14660,625.0,625.0,102,80,102.0,80.0,,,-22.0,22.0,27.500000000000004
VP_001,tsst,Talk,24,24,24,15023,15023,15670,15670,15206,15206,15303,15295,659.0,659.0,97,89,97.0,89.0,,,-8.0,8.0,8.98876404494382
VP_001,tsst,Talk,25,25,25,15670,15670,16341,16341,15864,15864,15966,15939,677.0,677.0,102,75,102.0,75.0,,,-27.0,27.0,36.0
VP_001,tsst,Talk,26,26,26,16341,16341,17002,17002,16543,16543,16689,16603,653.0,653.0,146,60,146.0,60.0,,,-86.0,86.0,143.33333333333334
VP_001,tsst,Talk,27,27,27,17002,17002,17654,17653,17194,17194,17351,17300,650.0,650.0,157,106,157.0,106.0,,,-51.0,51.0,48.113207547169814
VP_001,tsst,Talk,28,28,28,17654,17653,18300,18300,17844,17844,17945,17896,645.0,645.0,101,52,101.0,52.0,,,-49.0,49.0,94.23076923076923
VP_001,tsst,Talk,29,29,29,18300,18300,18938,18938,18491,18491,18584,18567,634.0,634.0,93,76,93.0,76.0,,,-17.0,17.0,22.36842105263158
VP_001,tsst,Talk,30,30,30,18938,18938,19551,19551,19137,19137,19267,19229,601.0,601.0,130,92,130.0,92.0,,,-38.0,38.0,41.30434782608695
VP_001,tsst,Talk,31,31,31,19551,19551,20124,20124,19723,19723,19820,19788,558.0,558.0,97,65,97.0,65.0,,,-32.0,32.0,49.23076923076923
VP_001,tsst,Talk,32,32,32,20124,20124,20669,20669,20282,20282,20390,20381,538.0,538.0,108,99,108.0,99.0,,,-9.0,9.0,9.090909090909092
VP_001,tsst,Talk,33,33,33,20669,20669,21200,21200,20823,20823,20922,20921,527.0,527.0,99,98,99.0,98.0,,,-1.0,1.0,1.0204081632653061
VP_001,tsst,Talk,34,34,34,21200,21200,21728,21728,21358,21358,21490,21465,529.0,529.0,132,107,132.0,107.0,,,-25.0,25.0,23.364485981308412
VP_001,tsst,Talk,35,35,35,21728,21728,22272,22272,21885,21885,21977,21961,552.0,552.0,92,76,92.0,76.0,,,-16.0,16.0,21.052631578947366
VP_001,tsst,Talk,36,36,36,22272,22272,22871,22871,22437,22437,22570,22563,624.0,624.0,133,126,133.0,126.0,,,-7.0,7.0,5.555555555555555
VP_001,tsst,Talk,37,37,37,22871,22871,23542,23542,23052,23052,23157,23121,697.0,697.0,105,69,105.0,69.0,,,-36.0,36.0,52.17391304347826
VP_001,tsst,Talk,38,38,38,23542,23542,24245,24245,23748,23748,23863,23827,706.0,706.0,115,79,115.0,79.0,,,-36.0,36.0,45.56962025316456
VP_001,tsst,Talk,39,39,39,24245,24245,24944,24944,24456,24456,24565,24563,695.0,695.0,109,107,109.0,107.0,,,-2.0,2.0,1.8691588785046727
VP_001,tsst,Talk,40,40,40,24944,24944,25643,25643,25149,25149,25260,25250,702.0,702.0,111,101,111.0,101.0,,,-10.0,10.0,9.900990099009901
VP_001,tsst,Talk,41,41,41,25643,25643,26341,26341,25853,25853,25961,25928,695.0,695.0,108,75,108.0,75.0,,,-33.0,33.0,44.0
VP_001,tsst,Talk,42,42,42,26341,26341,27040,27040,26547,26547,26659,26657,702.0,702.0,112,110,112.0,110.0,,,-2.0,2.0,1.8181818181818181
VP_001,tsst,Talk,43,43,43,27040,27040,27705,27705,27249,27249,27357,27325,644.0,644.0,108,76,108.0,76.0,,,-32.0,32.0,42.10526315789473
VP_001,tsst,Talk,44,44,44,27705,27705,28346,28346,27894,27894,28001,27979,640.0,640.0,107,85,107.0,85.0,,,-22.0,22.0,25.882352941176475
VP_001,tsst,Talk,45,45,45,28346,28346,28980,28980,28534,28534,28636,28605,631.0,631.0,102,71,102.0,71.0,,,-31.0,31.0,43.66197183098591
VP_001,tsst,Talk,46,46,46,28980,28980,29620,29620,29166,29166,29274,29264,645.0,645.0,108,98,108.0,98.0,,,-10.0,10.0,10.204081632653061
VP_001,tsst,Math,0,0,0,135,131,659,659,282,282,382,365,524.0,524.0,100,83,100.0,83.0,,,-17.0,17.0,20.481927710843372
VP_001,tsst,Math,1,1,1,659,659,1177,1177,808,808,906,884,516.0,516.0,98,76,98.0,76.0,,,-22.0,22.0,28.947368421052634
VP_001,tsst,Math,2,2,2,1177,1177,1691,1691,1320,1320,1421,1391,513.0,513.0,101,71,101.0,71.0,,,-30.0,30.0,42.25352112676056
VP_001,tsst,Math,3,3,3,1691,1691,2204,2204,1837,1837,1933,1905,513.0,513.0,96,68,96.0,68.0,,,-28.0,28.0,41.17647058823529
VP_001,tsst,Math,4,4,4,2204,2204,2720,2720,2351,2351,2445,2416,517.0,517.0,94,65,94.0,65.0,,,-29.0,29.0,44.61538461538462
VP_001,tsst,Math,5,5,5,2720,2720,3234,3234,2871,2871,2964,2942,513.0,513.0,93,71,93.0,71.0,,,-22.0,22.0,30.985915492957744
VP_001,tsst,Math,6,6,6,3234,3234,3746,3746,3379,3379,3480,3451,511.0,511.0,101,72,101.0,72.0,,,-29.0,29.0,40.27777777777778
VP_001,tsst,Math,7,7,7,3746,3746,4255,4255,3888,3888,3991,3985,507.0,507.0,103,97,103.0,97.0,,,-6.0,6.0,6.185567010309279
VP_001,tsst,Math,8,8,8,4255,4255,4764,4764,4396,4396,4499,4470,511.0,511.0,103,74,103.0,74.0,,,-29.0,29.0,39.189189189189186
VP_001,tsst,Math,9,9,9,4764,4764,5280,5280,4909,4909,5015,4990,518.0,518.0,106,81,106.0,81.0,,,-25.0,25.0,30.864197530864196
VP_001,tsst,Math,10,10,10,5280,5280,5808,5808,5427,5427,5527,5505,534.0,534.0,100,78,100.0,78.0,,,-22.0,22.0,28.205128205128204
VP_001,tsst,Math,11,11,11,5808,5808,6352,6352,5963,5963,6056,6034,550.0,550.0,93,71,93.0,71.0,,,-22.0,22.0,30.985915492957744
VP_001,tsst,Math,12,12,12,6352,6352,6917,6917,6509,6509,6642,6581,573.0,573.0,133,72,133.0,72.0,,,-61.0,61.0,84.72222222222221
VP_001,tsst,Math,13,13,13,6917,6917,7500,7500,7084,7084,7178,7149,587.0,587.0,94,65,94.0,65.0,,,-29.0,29.0,44.61538461538462
VP_001,tsst,Math,14,14,14,7500,7500,8083,8083,7672,7672,7767,7737,581.0,581.0,95,65,95.0,65.0,,,-30.0,30.0,46.15384615384615
VP_001,tsst,Math,15,15,15,8083,8083,8646,8646,8252,8252,8350,8319,554.0,554.0,98,67,98.0,67.0,,,-31.0,31.0,46.26865671641791
VP_001,tsst,Math,16,16,16,8646,8646,9196,9196,8802,8802,8903,8891,548.0,548.0,101,89,101.0,89.0,,,-12.0,12.0,13.48314606741573
VP_001,tsst,Math,17,17,17,9196,9196,9738,9738,9352,9352,9452,9427,539.0,539.0,100,75,100.0,75.0,,,-25.0,25.0,33.33333333333333
VP_001,tsst,Math,18,18,18,9738,9738,10280,10280,9892,9892,9989,9959,543.0,543.0,97,67,97.0,67.0,,,-30.0,30.0,44.776119402985074
VP_001,tsst,Math,19,19,19,10280,10280,10833,10833,10435,10435,10531,10494,558.0,558.0,96,59,96.0,59.0,,,-37.0,37.0,62.71186440677966
VP_001,tsst,Math,20,20,20,10833,10833,11407,11407,10993,10993,11088,11056,583.0,583.0,95,63,95.0,63.0,,,-32.0,32.0,50.79365079365079
VP_001,tsst,Math,21,21,21,11407,11407,11987,11987,11576,11576,11671,11637,578.0,578.0,95,61,95.0,61.0,,,-34.0,34.0,55.73770491803278
VP_001,tsst,Math,22,22,22,11987,11987,12563,12563,12153,12153,12248,12205,575.0,575.0,95,52,95.0,52.0,,,-43.0,43.0,82.6923076923077
VP_001,tsst,Math,23,23,23,12563,12563,13131,13131,12729,12729,12854,12795,565.0,565.0,125,66,125.0,66.0,,,-59.0,59.0,89.39393939393939
VP_001,tsst,Math,24,24,24,13131,13131,13687,13687,13289,13289,13387,13356,551.0,551.0,98,67,98.0,67.0,,,-31.0,31.0,46.26865671641791
VP_001,tsst,Math,25,25,25,13687,13687,14224,14224,13843,13843,13940,13912,530.0,530.0,97,69,97.0,69.0,,,-28.0,28.0,40.57971014492754
VP_001,tsst,Math,26,26,26,14224,14224,14740,14740,14376,14376,14473,14448,508.0,508.0,97,72,97.0,72.0,,,-25.0,25.0,34.72222222222222
VP_001,tsst,Math,27,27,27,14740,14740,15242,15242,14885,14885,14980,14952,498.0,498.0,95,67,95.0,67.0,,,-28.0,28.0,41.7910447761194
VP_001,tsst,Math,28,28,28,15242,15242,15740,15740,15383,15383,15478,15455,498.0,498.0,95,72,95.0,72.0,,,-23.0,23.0,31.944444444444443
VP_001,tsst,Math,29,29,29,15740,15740,16236,16236,15880,15880,15977,15950,496.0,496.0,97,70,97.0,70.0,,,-27.0,27.0,38.57142857142858
VP_001,tsst,Math,30,30,30,16236,16236,16734,16734,16375,16375,16482,16441,499.0,499.0,107,66,107.0,66.0,,,-41.0,41.0,62.121212121212125
VP_001,tsst,Math,31,31,31,16734,16734,17240,17240,16876,16876,16981,16956,510.0,510.0,105,80,105.0,80.0,,,-25.0,25.0,31.25
VP_001,tsst,Math,32,32,32,17240,17240,17759,17759,17384,17384,17475,17462,523.0,523.0,91,78,91.0,78.0,,,-13.0,13.0,16.666666666666664
VP_001,tsst,Math,33,33,33,17759,17759,18300,18300,17910,17910,18004,17976,550.0,550.0,94,66,94.0,66.0,,,-28.0,28.0,42.42424242424242
VP_001,tsst,Math,34,34,34,18300,18300,18865,18865,18457,18457,18596,18522,574.0,574.0,139,65,139.0,65.0,,,-74.0,74.0,113.84615384615384
VP_001,tsst,Math,35,35,35,18865,18865,19444,19444,19028,19028,19125,19093,582.0,582.0,97,65,97.0,65.0,,,-32.0,32.0,49.23076923076923
VP_001,tsst,Math,36,36,36,19444,19444,20009,20009,19621,19621,19712,19677,555.0,555.0,91,56,91.0,56.0,,,-35.0,35.0,62.5
VP_001,tsst,Math,37,37,37,20009,20009,20559,20559,20168,20168,20267,20237,547.0,547.0,99,69,99.0,69.0,,,-30.0,30.0,43.47826086956522
VP_001,tsst,Math,38,38,38,20559,20559,21103,21103,20713,20713,20814,20803,543.0,543.0,101,90,101.0,90.0,,,-11.0,11.0,12.222222222222221
VP_001,tsst,Math,39,39,39,21103,21103,21648,21648,21257,21257,21356,21328,546.0,546.0,99,71,99.0,71.0,,,-28.0,28.0,39.436619718309856
VP_001,tsst,Math,40,40,40,21648,21648,22196,22196,21803,21803,21919,21876,550.0,550.0,116,73,116.0,73.0,,,-43.0,43.0,58.9041095890411
VP_001,tsst,Math,41,41,41,22196,22196,22756,22756,22358,22358,22451,22408,565.0,565.0,93,50,93.0,50.0,,,-43.0,43.0,86.0
VP_001,tsst,Math,42,42,42,22756,22756,23326,23326,22920,22920,23053,22980,572.0,572.0,133,60,133.0,60.0,,,-73.0,73.0,121.66666666666666
VP_001,tsst,Math,43,43,43,23326,23326,23895,23895,23491,23491,23584,23550,568.0,568.0,93,59,93.0,59.0,,,-34.0,34.0,57.6271186440678
VP_001,tsst,Math,44,44,44,23895,23895,24450,24450,24062,24062,24154,24126,547.0,547.0,92,64,92.0,64.0,,,-28.0,28.0,43.75
VP_001,tsst,Math,45,45,45,24450,24450,24984,24984,24605,24605,24703,24673,528.0,528.0,98,68,98.0,68.0,,,-30.0,30.0,44.11764705882353
VP_001,tsst,Math,46,46,46,24984,24984,25508,25508,25132,25132,25230,25202,521.0,521.0,98,70,98.0,70.0,,,-28.0,28.0,40.0
VP_001,tsst,Math,47,47,47,25508,25508,26027,26027,25653,25653,25752,25720,518.0,518.0,99,67,99.0,67.0,,,-32.0,32.0,47.76119402985074
VP_001,tsst,Math,48,48,48,26027,26027,26546,26546,26172,26172,26268,26241,520.0,520.0,96,69,96.0,69.0,,,-27.0,27.0,39.130434782608695
VP_001,tsst,Math,49,49,49,26546,26546,27069,27069,26693,26693,26786,26762,525.0,525.0,93,69,93.0,69.0,,,-24.0,24.0,34.78260869565217
VP_001,tsst,Math,50,50,50,27069,27069,27596,27596,27220,27220,27311,27285,527.0,527.0,91,65,91.0,65.0,,,-26.0,26.0,40.0
VP_001,tsst,Math,51,51,51,27596,27596,28127,28127,27745,27745,27840,27813,534.0,534.0,95,68,95.0,68.0,,,-27.0,27.0,39.705882352941174
VP_001,tsst,Math,52,52,52,28127,28127,28655,28655,28279,28279,28376,28347,524.0,524.0,97,68,97.0,68.0,,,-29.0,29.0,42.64705882352941
VP_001,tsst,Math,53,53,53,28655,28655,29181,29181,28803,28803,28901,28882,528.0,528.0,98,79,98.0,79.0,,,-19.0,19.0,24.050632911392405
VP_001,tsst,Math,54,54,54,29181,29181,29710,29710,29334,29334,29427,29398,529.0,529.0,93,64,93.0,64.0,,,-29.0,29.0,45.3125
