heartbeat_id,channel,label,sample_absolute,sample_relative
35,ECG,Q-wave_onset,379022,16434
35,heartbeat,end,379340,16752
36,heartbeat,start,379340,16752
36,ECG,Q-wave_onset,379482,16894
36,heartbeat,end,379798,17210
37,heartbeat,start,379798,17210
37,ECG,Q-wave_onset,379939,17351
37,heartbeat,end,380255,17667
38,heartbeat,start,380255,17667
38,ECG,Q-wave_onset,380396,17808
38,heartbeat,end,380714,18126
39,heartbeat,start,380714,18126
39,ECG,Q-wave_onset,380857,18269
39,heartbeat,end,381175,18587
40,heartbeat,start,381175,18587
40,ECG,Q-wave_onset,381318,18730
40,heartbeat,end,381631,19043
41,heartbeat,start,381631,19043
41,ECG,Q-wave_onset,381771,19183
41,heartbeat,end,382080,19492
42,heartbeat,start,382080,19492
42,ECG,Q-wave_onset,382217,19629
42,heartbeat,end,382528,19940
43,heartbeat,start,382528,19940
43,ECG,Q-wave_onset,382666,20078
43,heartbeat,end,382980,20392
44,heartbeat,start,382980,20392
44,ECG,Q-wave_onset,383120,20532
44,heartbeat,end,383437,20849
45,heartbeat,start,383437,20849
45,ECG,Q-wave_onset,383578,20990
45,heartbeat,end,383895,21307
46,heartbeat,start,383895,21307
46,ECG,Q-wave_onset,384038,21450
46,heartbeat,end,384360,21772
47,heartbeat,start,384360,21772
47,ECG,Q-wave_onset,384504,21916
47,heartbeat,end,384828,22240
48,heartbeat,start,384828,22240
48,ECG,Q-wave_onset,384973,22385
48,heartbeat,end,385298,22710
49,heartbeat,start,385298,22710
49,ECG,Q-wave_onset,385444,22856
49,heartbeat,end,385768,23180
50,heartbeat,start,385768,23180
50,ECG,Q-wave_onset,385914,23326
50,heartbeat,end,386239,23651
51,heartbeat,start,386239,23651
51,ECG,Q-wave_onset,386386,23798
51,heartbeat,end,386603,24015
52,heartbeat,start,386603,24015
52,ECG,Q-wave_onset,386698,24110
52,heartbeat,end,387064,24476
53,heartbeat,start,387064,24476
53,ECG,Q-wave_onset,387236,24648
53,heartbeat,end,387554,24966
54,heartbeat,start,387554,24966
54,ECG,Q-wave_onset,387696,25108
54,heartbeat,end,388007,25419
55,heartbeat,start,388007,25419
55,ECG,Q-wave_onset,388146,25558
55,heartbeat,end,388448,25860
56,heartbeat,start,388448,25860
56,ECG,Q-wave_onset,388582,25994
56,heartbeat,end,388886,26298
57,heartbeat,start,388886,26298
57,ECG,Q-wave_onset,389021,26433
57,heartbeat,end,389332,26744
58,heartbeat,start,389332,26744
58,ECG,Q-wave_onset,389470,26882
58,heartbeat,end,389789,27201
59,heartbeat,start,389789,27201
59,ECG,Q-wave_onset,389931,27343
59,heartbeat,end,390251,27663
60,heartbeat,start,390251,27663
60,ECG,Q-wave_onset,390395,27807
60,heartbeat,end,390723,28135
61,heartbeat,start,390723,28135
61,ECG,Q-wave_onset,390872,28284
61,heartbeat,end,391208,28620
62,heartbeat,start,391208,28620
62,ECG,Q-wave_onset,391361,28773
62,heartbeat,end,391694,29106
63,heartbeat,start,391694,29106
63,ECG,Q-wave_onset,391845,29257
63,heartbeat,end,392169,29581
