,mean,mean,mean,mean,std,std,std,std
SS_SFM_DTR_RR-Interval-Median-Imputed,8.792736577482492,2.685399768573069,-0.26660980427365777,-0.2488548599141146,14.672813000807297,4.644805602245658,17.103786499846326,5.359505967207683
SS_SFM_SVR_RR-Interval-Median-Imputed,8.801364750846524,2.6407022604855097,-0.15085122126126801,-0.20575953112390055,13.303903500675133,4.10089088741942,15.951240304564568,4.873284298272412
MinMax_SFM_KNR_RR-Interval,8.932630037658225,2.583167435216905,-0.0020735455267150925,-0.20087343670026273,11.606607680615399,3.592264612303437,14.646260980827178,4.420114543576423
SS_SFM_KNR_RR-Interval,8.941305881393422,2.587175816276935,0.03382777922546334,-0.19266422659906005,11.685482227913262,3.617988401291046,14.714076938787814,4.443742259581099
SS_KBest_DTR_RR-Interval-Median-Imputed,8.998698150475848,2.7108692217242214,0.20358233075956186,-0.10581054029251584,15.521427753420127,4.6995239100796065,17.940376511406214,5.424370921921671
SS_SFM_DTR_Without-RR-Interval-Median-Imputed,9.061348874455023,2.7645291883449588,-0.24072426372453065,-0.3259772298651886,16.291726582564145,5.379901783412468,18.640755119472512,6.0398985332550215
SS_KBest_DTR_Without-RR-Interval-Median-Imputed,9.09524868760566,2.7933408742111148,-0.03821514369605837,-0.24522536777895218,16.71268460967369,5.516320376720758,19.027434826607028,6.178438089416227
MinMax_SFM_DTR_Without-RR-Interval-Median-Imputed,9.102589198327253,2.772167771948225,-0.22261767061126433,-0.29139341913409456,16.12039459157467,5.267204580776152,18.511673663045563,5.945092463884756
MinMax_KBest_DTR_Without-RR-Interval-Median-Imputed,9.163582169232138,2.8056081402696544,-0.17461517928641337,-0.29254520848911486,16.261030601687963,5.314546446336063,18.664654652781174,6.002578702769704
MinMax_SFM_KNR_Without-RR-Interval-Median-Imputed,9.309079614900925,2.803197400647741,0.08312975255658865,-0.23715279863359146,13.387293949208205,4.2813038021242695,16.305808861650135,5.111940011956227
SS_SFM_KNR_Without-RR-Interval-Median-Imputed,9.332458572725544,2.811491228028956,0.0861465172676217,-0.23711917330447185,13.390810653554306,4.283017179524175,16.322037897069087,5.117928482388367
MinMax_KBest_KNR_RR-Interval-Median-Imputed,9.385822853271511,2.864359422650847,0.07671155418368612,-0.25691611710752016,14.907037229217861,4.981645069320146,17.615772886688912,5.740737528776711
MinMax_KBest_KNR_Without-RR-Interval-Median-Imputed,9.41727236744343,2.846827503411781,0.4204075143636353,-0.14766546745577885,14.545742858026811,4.75123263888234,17.32324413784896,5.536926273224196
SS_KBest_KNR_RR-Interval-Median-Imputed,9.417665700502749,2.8683068744316778,0.16753179839843801,-0.23231280230560641,14.83534904433994,4.951132697791433,17.571565179376726,5.71731265179326
MinMax_KBest_SVR_Without-RR-Interval-Median-Imputed,9.439043657491727,2.829400226414668,-0.37163280426490797,-0.2694808174575096,14.673490326039891,4.507343279246172,17.4435279787717,5.31504798337512
MinMax_SFM_SVR_RR-Interval-Median-Imputed,9.45349327650195,2.8330922167193386,-0.1928858489944426,-0.1859971449016311,14.473915727535044,4.43942657247084,17.2868038629584,5.263177980496903
SS_KBest_KNR_Without-RR-Interval-Median-Imputed,9.454020226631846,2.8620056391541713,0.4251755064704956,-0.1491874407691187,14.50750737584915,4.740050518771177,17.31107829245406,5.535126484480806
MinMax_KBest_SVR_RR-Interval-Median-Imputed,9.457950492910442,2.841555280630632,-0.42069453973541937,-0.29645199158669555,14.604804359009398,4.5694529150371475,17.3949466841328,5.372817667775015
MinMax_SFM_SVR_Without-RR-Interval-Median-Imputed,9.481318005160041,2.8415433406363304,-0.356488448872293,-0.24056554106624042,14.824141444097608,4.526349572920807,17.593506318552148,5.339012134452603
SS_SFM_KNR_RR-Interval-Median-Imputed,9.526608336289405,2.8459258966480894,0.1301271764447836,-0.2086700417813509,13.16181323727949,4.164662079890521,16.247486222804653,5.039929026760318
MinMax_SFM_KNR_RR-Interval-Median-Imputed,9.631261177506033,2.873993364246784,0.0786017027229665,-0.22291256841675886,13.04340094720929,4.141778438430091,16.213995511811405,5.036388951745185
MinMax_None_DTR_RR-Interval-Include-Nan,10.064355141487837,3.0171199841892475,0.05638116757035325,-0.20960542976276164,13.719550712925876,4.373385859760926,17.015379817681175,5.309085472324282
SS_None_DTR_RR-Interval-Include-Nan,10.175344052175905,3.0542349380704703,-0.12937873970970776,-0.2589910769846165,14.347751374971882,4.67428013936781,17.58943060256219,5.5777229766026055
SS_None_DTR_Without-RR-Interval-Include-Nan,10.22985410994592,3.1153189666264978,-0.07390668144810031,-0.31169795745987644,15.513879183311492,5.383829604517208,18.583170124851875,6.212449824268415
MinMax_None_DTR_Without-RR-Interval-Include-Nan,10.341292948043456,3.142196564742381,-0.3851963414094839,-0.3956772148407832,15.318445807564371,5.305603590181822,18.4785889209196,6.15362762040187
drost2022,17.92686182044666,5.3437266853944765,-11.288370851499243,-3.195510107094389,23.016958472578136,7.6757578822809425,26.902466309727636,8.789938648337792
lozano2007-linear-regression,19.62114067087819,6.336696189278679,-10.772132752024202,-4.13751007514192,17.46104100858401,6.474221058404541,23.955421151070933,8.059300031903316
debski1993-second-derivative,20.467776236708275,5.962336710030103,-3.0332871012482663,-0.5317963807019609,21.369165962475012,6.46877584673337,29.43481231683958,8.781513184625352
forouzanfar2018,24.39665914221219,7.48086521069523,18.824830699774267,6.101111823933544,35.28070371431431,11.310438871787955,38.54312555674021,12.110635760233606
miljkovic2022,24.932912180799004,7.479378747542278,7.31550849719726,1.8427023391739552,35.19311811835317,11.652942144366307,42.50575917226869,13.723749154721324
lozano2007-quadratic-regression,25.766260343446927,7.7226599583638045,4.957291573983451,-0.2818334776978732,25.87753848829915,8.163458289439648,36.180510225254864,11.234206596211658
sherwood1990,29.191813509544787,8.409976301510799,-2.4908223201174744,-1.5936854251782613,20.050855741066613,5.665628624710427,35.32806593231298,10.014662975324825
arbol2017-isoelectric-crossings,30.78804347826087,9.049628516727005,0.04107270135424091,-0.6600459808875578,26.471224376459105,8.14399541595301,40.60433615879728,12.156974757235709
stern1985,30.930806954971022,9.673563801513076,28.58591172536781,9.003108370285789,41.691169153159116,13.764897584085226,43.332741665768324,14.212508519753733
arbol2017-second-derivative,44.625144585817246,13.537015415336517,40.63244060859507,12.365741646250243,28.70156804735483,10.114032844449975,34.12064768870533,11.516752145074967
arbol2017-third-derivative,44.784551036753584,13.297414448832527,11.243748331405179,2.9045410218237446,55.2234218961668,18.71429340735894,70.20703463410669,22.773331693166615
pale2021,105.45208648456268,29.408995536253745,71.90105881306167,18.897111349166828,113.31265656334197,29.32350692889189,137.079057154727,36.982447791399586
